Shipment_ID,Order_ID,Dispatch_Date,Delivery_Date,Carrier,Delivery_Status,Delay_Days,,,,,,,,,
14841,32995,9/21/2025,9/30/2025,Delhivery,Delayed,7,,,,,,,,,
14842,17699,11/27/2025,12/5/2025,Delhivery,Delayed,-1,,,,,,,,,
14843,33603,2/24/2024,2/29/2024,Delhivery,In Transit,3,,,,,,,,,
14844,43874,1/20/2024,1/29/2024,DHL,Delayed,5,,,,,,,,,
14845,6479,11/30/2024,12/10/2024,Delhivery,Delayed,2,,,,,,,,,
14846,39820,2/8/2025,2/11/2025,FedEx,In Transit,-1,,,,,,,,,
14847,44510,3/17/2024,3/24/2024,BlueDart,Delivered,-1,,,,,,,,,
14848,13378,12/3/2024,12/16/2024,BlueDart,Delayed,5,,,,,,,,,
14849,33531,9/3/2024,9/16/2024,DHL,In Transit,6,,,,,,,,,
14850,20319,2/11/2024,2/17/2024,DHL,In Transit,-1,,,,,,,,,
14851,17205,9/16/2025,9/21/2025,FedEx,In Transit,4,,,,,,,,,
14852,40515,10/24/2024,11/4/2024,Delhivery,Delayed,4,,,,,,,,,
14853,7596,10/15/2024,10/24/2024,DHL,Delayed,6,,,,,,,,,
14854,34277,1/5/2024,1/12/2024,DHL,Delivered,5,,,,,,,,,
14855,21301,4/30/2025,5/3/2025,DHL,In Transit,2,,,,,,,,,
14856,10226,7/27/2024,7/31/2024,DHL,In Transit,3,,,,,,,,,
14857,38226,2/1/2024,2/12/2024,BlueDart,Delivered,5,,,,,,,,,
14858,37537,8/21/2024,9/3/2024,DHL,In Transit,3,,,,,,,,,
14859,20648,8/7/2024,8/15/2024,FedEx,In Transit,5,,,,,,,,,
14860,42401,4/26/2024,5/4/2024,Delhivery,Delayed,4,,,,,,,,,
14861,32398,2/28/2025,3/10/2025,Delhivery,Delivered,1,,,,,,,,,
14862,21583,5/6/2025,5/15/2025,FedEx,In Transit,4,,,,,,,,,
14863,38178,10/29/2024,11/7/2024,BlueDart,In Transit,6,,,,,,,,,
14864,8696,1/5/2025,1/18/2025,FedEx,Delivered,6,,,,,,,,,
14865,28402,5/2/2024,5/9/2024,FedEx,Delayed,6,,,,,,,,,
14866,26324,6/23/2024,7/6/2024,DHL,Delayed,7,,,,,,,,,
14867,14027,12/19/2024,12/28/2024,DHL,In Transit,6,,,,,,,,,
14868,30559,12/28/2024,1/9/2025,FedEx,Delayed,3,,,,,,,,,
14869,40581,4/14/2025,4/23/2025,FedEx,Delivered,1,,,,,,,,,
14870,28685,4/25/2025,4/29/2025,BlueDart,In Transit,2,,,,,,,,,
14871,26024,11/11/2024,11/17/2024,Delhivery,In Transit,0,,,,,,,,,
14872,33284,6/24/2025,7/4/2025,DHL,In Transit,7,,,,,,,,,
14873,13171,12/24/2024,12/25/2024,Delhivery,In Transit,0,,,,,,,,,
14874,44280,9/18/2024,9/25/2024,BlueDart,Delayed,0,,,,,,,,,
14875,46130,8/27/2025,9/5/2025,BlueDart,In Transit,4,,,,,,,,,
14876,36060,1/29/2024,2/6/2024,DHL,Delivered,7,,,,,,,,,
14877,37346,10/16/2025,10/28/2025,Delhivery,In Transit,3,,,,,,,,,
14878,10102,1/6/2025,1/13/2025,DHL,In Transit,0,,,,,,,,,
14879,45425,4/20/2025,4/28/2025,FedEx,Delayed,0,,,,,,,,,
14880,38667,4/10/2024,4/16/2024,FedEx,Delayed,0,,,,,,,,,
14881,30278,1/30/2025,2/7/2025,Delhivery,In Transit,4,,,,,,,,,
14882,647,1/28/2024,2/1/2024,FedEx,Delayed,1,,,,,,,,,
14883,15533,11/11/2025,11/18/2025,Delhivery,Delivered,1,,,,,,,,,
14884,31915,11/30/2024,12/12/2024,DHL,Delayed,3,,,,,,,,,
14885,18318,3/4/2025,3/18/2025,DHL,Delayed,7,,,,,,,,,
14886,10360,7/27/2025,8/6/2025,FedEx,In Transit,7,,,,,,,,,
14887,4278,4/25/2025,5/3/2025,BlueDart,In Transit,5,,,,,,,,,
14888,6298,9/12/2025,9/22/2025,DHL,Delivered,5,,,,,,,,,
14889,35390,8/2/2025,8/7/2025,DHL,Delayed,3,,,,,,,,,
14890,19864,11/16/2025,11/24/2025,Delhivery,Delivered,5,,,,,,,,,
14891,46574,11/16/2025,11/26/2025,Delhivery,Delayed,7,,,,,,,,,
14892,23629,10/11/2024,10/12/2024,DHL,Delayed,0,,,,,,,,,
14893,18700,3/6/2025,3/10/2025,FedEx,Delayed,1,,,,,,,,,
14894,13658,8/5/2025,8/14/2025,Delhivery,In Transit,5,,,,,,,,,
14895,7214,4/23/2024,5/8/2024,Delhivery,Delayed,7,,,,,,,,,
14896,42476,1/19/2025,1/30/2025,DHL,Delivered,1,,,,,,,,,
14897,10541,1/20/2024,1/24/2024,FedEx,Delayed,3,,,,,,,,,
14898,34474,7/12/2024,7/24/2024,Delhivery,Delayed,3,,,,,,,,,
14899,46267,2/2/2025,2/12/2025,Delhivery,Delivered,1,,,,,,,,,
14900,9034,12/14/2025,12/23/2025,FedEx,In Transit,4,,,,,,,,,
14901,21216,12/16/2024,12/30/2024,BlueDart,Delayed,5,,,,,,,,,
14902,27792,7/15/2025,7/29/2025,BlueDart,In Transit,5,,,,,,,,,
14903,4156,3/31/2025,4/15/2025,BlueDart,In Transit,6,,,,,,,,,
14904,38230,4/16/2024,4/28/2024,Delhivery,Delayed,7,,,,,,,,,
14905,14754,7/4/2025,7/14/2025,FedEx,Delivered,7,,,,,,,,,
14906,25609,6/21/2025,7/5/2025,BlueDart,Delivered,4,,,,,,,,,
14907,18759,3/30/2025,4/13/2025,Delhivery,Delayed,5,,,,,,,,,
14908,22632,9/25/2025,10/1/2025,FedEx,Delivered,4,,,,,,,,,
14909,241,1/4/2025,1/10/2025,FedEx,Delivered,3,,,,,,,,,
14910,20741,8/7/2025,8/14/2025,BlueDart,Delivered,1,,,,,,,,,
14911,26888,3/22/2024,3/30/2024,DHL,Delivered,4,,,,,,,,,
14912,13278,9/8/2024,9/13/2024,DHL,In Transit,-1,,,,,,,,,
14913,45775,2/23/2024,3/2/2024,Delhivery,Delayed,7,,,,,,,,,
14914,4322,1/13/2024,1/14/2024,Delhivery,Delayed,-1,,,,,,,,,
14915,4985,2/6/2025,2/18/2025,DHL,Delivered,4,,,,,,,,,
14916,4801,8/6/2025,8/20/2025,DHL,Delayed,6,,,,,,,,,
14917,13871,1/1/2025,1/9/2025,BlueDart,In Transit,0,,,,,,,,,
14918,19940,1/28/2024,2/13/2024,DHL,Delayed,7,,,,,,,,,
14919,27847,7/12/2024,7/24/2024,BlueDart,Delayed,5,,,,,,,,,
14920,11890,7/15/2025,7/24/2025,FedEx,Delayed,-1,,,,,,,,,
14921,19940,9/18/2025,9/24/2025,BlueDart,In Transit,4,,,,,,,,,
14922,19350,9/13/2024,9/18/2024,BlueDart,In Transit,0,,,,,,,,,
14923,48671,1/27/2025,2/3/2025,BlueDart,In Transit,-1,,,,,,,,,
14924,11316,9/5/2025,9/12/2025,DHL,In Transit,0,,,,,,,,,
14925,26019,1/6/2024,1/21/2024,DHL,Delivered,7,,,,,,,,,
14926,12662,9/2/2025,9/7/2025,FedEx,Delivered,-1,,,,,,,,,
14927,9686,10/28/2024,10/31/2024,Delhivery,Delivered,1,,,,,,,,,
14928,30036,7/22/2025,7/25/2025,BlueDart,Delivered,-1,,,,,,,,,
14929,17195,2/17/2024,2/26/2024,BlueDart,Delivered,2,,,,,,,,,
14930,47985,3/8/2024,3/12/2024,Delhivery,Delivered,1,,,,,,,,,
14931,8455,6/4/2024,6/15/2024,Delhivery,Delayed,6,,,,,,,,,
14932,49631,3/4/2025,3/14/2025,BlueDart,In Transit,5,,,,,,,,,
14933,7637,9/25/2024,10/5/2024,Delhivery,Delayed,7,,,,,,,,,
14934,15209,10/25/2025,11/6/2025,Delhivery,In Transit,5,,,,,,,,,
14935,14053,4/26/2025,5/4/2025,BlueDart,In Transit,7,,,,,,,,,
14936,21369,8/4/2025,8/14/2025,Delhivery,Delayed,-1,,,,,,,,,
14937,16202,9/6/2025,9/18/2025,DHL,Delayed,5,,,,,,,,,
14938,38948,6/26/2025,6/29/2025,DHL,In Transit,0,,,,,,,,,
14939,4588,9/19/2024,10/1/2024,FedEx,Delayed,2,,,,,,,,,
14940,18005,2/3/2025,2/10/2025,FedEx,In Transit,1,,,,,,,,,
14941,3230,10/4/2025,10/15/2025,Delhivery,Delayed,7,,,,,,,,,
14942,20002,1/1/2024,1/14/2024,Delhivery,Delayed,6,,,,,,,,,
14943,26611,5/30/2024,6/14/2024,FedEx,In Transit,7,,,,,,,,,
14944,7962,2/28/2025,3/11/2025,BlueDart,Delayed,7,,,,,,,,,
14945,40792,11/3/2025,11/9/2025,DHL,Delayed,5,,,,,,,,,
14946,19053,12/28/2024,1/14/2025,DHL,Delayed,7,,,,,,,,,
14947,24330,6/28/2025,7/3/2025,DHL,In Transit,-1,,,,,,,,,
14948,18269,1/20/2024,2/1/2024,FedEx,Delivered,4,,,,,,,,,
14949,35794,10/26/2024,11/2/2024,FedEx,Delayed,1,,,,,,,,,
14950,7574,11/19/2025,11/29/2025,FedEx,Delayed,7,,,,,,,,,
14951,20819,8/15/2024,8/21/2024,Delhivery,Delivered,4,,,,,,,,,
14952,2886,9/2/2025,9/7/2025,FedEx,Delayed,3,,,,,,,,,
14953,44078,2/27/2024,3/13/2024,Delhivery,Delayed,7,,,,,,,,,
14954,30732,6/13/2025,6/28/2025,Delhivery,In Transit,7,,,,,,,,,
14955,25728,4/19/2025,4/26/2025,FedEx,Delivered,-1,,,,,,,,,
14956,2162,12/20/2024,12/29/2024,Delhivery,In Transit,6,,,,,,,,,
14957,30013,5/4/2024,5/13/2024,Delhivery,Delayed,-1,,,,,,,,,
14958,15912,12/18/2024,1/3/2025,DHL,Delivered,7,,,,,,,,,
14959,25861,1/28/2025,2/7/2025,BlueDart,Delivered,-1,,,,,,,,,
14960,37852,2/11/2024,2/17/2024,Delhivery,Delivered,4,,,,,,,,,
14961,35308,9/25/2025,9/30/2025,DHL,In Transit,-1,,,,,,,,,
14962,40059,12/25/2024,1/4/2025,DHL,In Transit,5,,,,,,,,,
14963,9110,6/5/2025,6/11/2025,Delhivery,Delayed,4,,,,,,,,,
14964,39997,9/20/2024,9/24/2024,BlueDart,Delayed,3,,,,,,,,,
14965,20076,7/25/2024,8/3/2024,BlueDart,Delayed,5,,,,,,,,,
14966,43598,8/20/2025,8/29/2025,BlueDart,Delivered,-1,,,,,,,,,
14967,42574,5/20/2025,5/27/2025,BlueDart,Delivered,4,,,,,,,,,
14968,16832,1/31/2024,2/8/2024,Delhivery,In Transit,3,,,,,,,,,
14969,5722,3/11/2025,3/16/2025,DHL,Delivered,3,,,,,,,,,
14970,26772,11/16/2024,11/26/2024,FedEx,Delivered,4,,,,,,,,,
14971,28188,1/20/2024,1/23/2024,BlueDart,In Transit,0,,,,,,,,,
14972,21749,6/20/2024,6/27/2024,BlueDart,Delayed,6,,,,,,,,,
14973,45672,4/11/2025,4/14/2025,DHL,Delivered,1,,,,,,,,,
14974,36484,7/1/2024,7/12/2024,Delhivery,Delivered,6,,,,,,,,,
14975,38974,11/4/2025,11/10/2025,FedEx,Delayed,4,,,,,,,,,
14976,22009,8/16/2024,8/31/2024,FedEx,Delivered,5,,,,,,,,,
14977,20645,12/3/2024,12/12/2024,Delhivery,In Transit,2,,,,,,,,,
14978,42174,12/25/2025,1/4/2026,DHL,Delivered,5,,,,,,,,,
14979,4107,8/14/2025,8/25/2025,Delhivery,Delivered,2,,,,,,,,,
14980,5395,10/7/2024,10/18/2024,DHL,In Transit,5,,,,,,,,,
14981,22384,5/11/2024,5/16/2024,Delhivery,In Transit,4,,,,,,,,,
14982,33105,1/24/2024,1/27/2024,DHL,Delayed,1,,,,,,,,,
14983,10785,11/28/2025,12/14/2025,DHL,Delayed,6,,,,,,,,,
14984,21683,2/19/2024,3/5/2024,FedEx,Delayed,5,,,,,,,,,
14985,33580,2/6/2025,2/11/2025,DHL,In Transit,3,,,,,,,,,
14986,9581,1/24/2024,2/8/2024,DHL,Delayed,5,,,,,,,,,
14987,5976,10/27/2024,11/4/2024,FedEx,Delivered,4,,,,,,,,,
14988,12229,12/26/2024,1/5/2025,Delhivery,Delivered,2,,,,,,,,,
14989,42253,10/23/2024,11/3/2024,FedEx,Delayed,6,,,,,,,,,
14990,43893,1/16/2024,1/24/2024,FedEx,Delayed,0,,,,,,,,,
14991,36217,6/28/2024,7/1/2024,FedEx,In Transit,2,,,,,,,,,
14992,11612,3/12/2025,3/23/2025,BlueDart,Delayed,7,,,,,,,,,
14993,28257,9/18/2025,10/2/2025,FedEx,Delayed,5,,,,,,,,,
14994,45006,1/12/2024,1/23/2024,BlueDart,Delivered,6,,,,,,,,,
14995,49135,11/20/2024,11/25/2024,DHL,In Transit,1,,,,,,,,,
14996,31362,1/7/2025,1/20/2025,FedEx,In Transit,5,,,,,,,,,
14997,21929,11/16/2024,11/19/2024,BlueDart,In Transit,0,,,,,,,,,
14998,47945,2/21/2025,3/3/2025,BlueDart,In Transit,3,,,,,,,,,
14999,41683,7/20/2025,8/5/2025,DHL,In Transit,7,,,,,,,,,
15000,894,6/8/2025,6/11/2025,BlueDart,Delayed,1,,,,,,,,,
15001,26232,11/15/2024,11/18/2024,BlueDart,In Transit,0,,,,,,,,,
15002,36426,4/17/2025,4/20/2025,Delhivery,Delivered,1,,,,,,,,,
15003,8172,9/27/2024,9/29/2024,DHL,Delivered,0,,,,,,,,,
15004,23019,3/13/2025,3/27/2025,DHL,Delivered,5,,,,,,,,,
15005,21869,10/18/2024,10/26/2024,DHL,Delivered,5,,,,,,,,,
15006,45769,10/14/2025,10/28/2025,FedEx,In Transit,5,,,,,,,,,
15007,15817,12/27/2024,1/7/2025,DHL,In Transit,6,,,,,,,,,
15008,8035,5/4/2024,5/16/2024,Delhivery,Delayed,5,,,,,,,,,
15009,22475,6/21/2024,6/29/2024,DHL,Delivered,5,,,,,,,,,
15010,17944,5/22/2025,6/3/2025,DHL,Delayed,2,,,,,,,,,
15011,47992,7/5/2025,7/8/2025,Delhivery,In Transit,0,,,,,,,,,
15012,23895,7/16/2025,7/26/2025,FedEx,Delayed,6,,,,,,,,,
15013,11466,8/9/2024,8/15/2024,DHL,Delivered,1,,,,,,,,,
15014,42591,3/2/2024,3/12/2024,BlueDart,In Transit,-1,,,,,,,,,
15015,37868,9/21/2025,10/2/2025,Delhivery,Delivered,2,,,,,,,,,
15016,7768,8/3/2024,8/13/2024,FedEx,In Transit,-1,,,,,,,,,
15017,20949,8/23/2024,8/29/2024,Delhivery,Delivered,5,,,,,,,,,
15018,18997,2/22/2024,2/26/2024,DHL,Delayed,3,,,,,,,,,
15019,36506,3/18/2025,3/23/2025,Delhivery,Delayed,-1,,,,,,,,,
15020,36806,1/2/2024,1/19/2024,DHL,Delivered,7,,,,,,,,,
15021,41546,6/19/2025,6/26/2025,DHL,Delivered,6,,,,,,,,,
15022,1867,4/22/2024,4/27/2024,FedEx,Delayed,0,,,,,,,,,
15023,15646,1/13/2024,1/24/2024,Delhivery,In Transit,5,,,,,,,,,
15024,13265,4/12/2025,4/22/2025,Delhivery,In Transit,4,,,,,,,,,
15025,5623,5/24/2024,5/28/2024,Delhivery,In Transit,0,,,,,,,,,
15026,5290,3/13/2024,3/24/2024,FedEx,Delayed,4,,,,,,,,,
15027,12246,7/31/2024,8/8/2024,BlueDart,Delivered,7,,,,,,,,,
15028,7059,6/27/2025,7/8/2025,FedEx,Delayed,7,,,,,,,,,
15029,46351,8/16/2024,8/24/2024,BlueDart,In Transit,-1,,,,,,,,,
15030,15774,8/7/2025,8/14/2025,BlueDart,In Transit,5,,,,,,,,,
15031,30782,2/27/2025,3/10/2025,Delhivery,Delayed,7,,,,,,,,,
15032,43264,10/1/2024,10/15/2024,DHL,In Transit,7,,,,,,,,,
15033,5693,3/4/2024,3/14/2024,DHL,In Transit,0,,,,,,,,,
15034,26092,2/14/2024,2/21/2024,BlueDart,Delivered,1,,,,,,,,,
15035,40036,2/6/2025,2/14/2025,Delhivery,In Transit,3,,,,,,,,,
15036,34463,4/13/2024,4/22/2024,BlueDart,In Transit,7,,,,,,,,,
15037,45880,4/17/2024,4/30/2024,BlueDart,In Transit,6,,,,,,,,,
15038,20516,10/25/2025,11/2/2025,Delhivery,Delayed,2,,,,,,,,,
15039,26851,5/9/2025,5/15/2025,FedEx,In Transit,2,,,,,,,,,
15040,34055,12/14/2024,12/18/2024,Delhivery,In Transit,2,,,,,,,,,
15041,4054,10/19/2024,10/29/2024,DHL,In Transit,1,,,,,,,,,
15042,23813,9/13/2024,9/26/2024,DHL,Delivered,5,,,,,,,,,
15043,23341,7/2/2025,7/11/2025,DHL,Delivered,7,,,,,,,,,
15044,39851,7/6/2025,7/18/2025,FedEx,Delivered,7,,,,,,,,,
15045,34870,5/27/2024,6/4/2024,DHL,In Transit,-1,,,,,,,,,
15046,27967,2/13/2025,2/28/2025,DHL,Delivered,5,,,,,,,,,
15047,32249,1/15/2024,1/23/2024,DHL,In Transit,7,,,,,,,,,
15048,19897,10/24/2024,11/1/2024,FedEx,Delayed,0,,,,,,,,,
15049,11495,1/8/2025,1/23/2025,FedEx,Delivered,6,,,,,,,,,
15050,43200,1/2/2025,1/9/2025,FedEx,In Transit,-1,,,,,,,,,
15051,39368,12/30/2024,1/4/2025,DHL,Delivered,0,,,,,,,,,
15052,9663,7/18/2024,7/29/2024,FedEx,In Transit,5,,,,,,,,,
15053,32953,1/14/2024,1/24/2024,BlueDart,Delayed,4,,,,,,,,,
15054,21040,9/17/2025,9/19/2025,Delhivery,Delivered,0,,,,,,,,,
15055,31829,11/4/2024,11/16/2024,DHL,Delivered,6,,,,,,,,,
15056,16085,6/18/2025,6/19/2025,BlueDart,Delivered,0,,,,,,,,,
15057,406,10/28/2024,10/30/2024,Delhivery,Delayed,1,,,,,,,,,
15058,13510,1/28/2025,1/31/2025,FedEx,In Transit,-1,,,,,,,,,
15059,521,1/30/2025,2/6/2025,FedEx,In Transit,4,,,,,,,,,
15060,8516,6/2/2024,6/11/2024,FedEx,In Transit,2,,,,,,,,,
15061,4082,3/12/2024,3/22/2024,FedEx,Delayed,4,,,,,,,,,
15062,5152,12/26/2025,1/5/2026,Delhivery,In Transit,3,,,,,,,,,
15063,32881,11/3/2025,11/12/2025,BlueDart,In Transit,5,,,,,,,,,
15064,41152,2/23/2025,3/5/2025,DHL,Delayed,2,,,,,,,,,
15065,22,3/30/2025,4/3/2025,BlueDart,In Transit,2,,,,,,,,,
15066,23946,3/17/2024,3/25/2024,BlueDart,Delivered,6,,,,,,,,,
15067,7048,7/24/2024,7/26/2024,DHL,Delivered,1,,,,,,,,,
15068,26031,8/11/2024,8/20/2024,Delhivery,Delayed,0,,,,,,,,,
15069,9503,4/24/2024,5/7/2024,Delhivery,Delivered,7,,,,,,,,,
15070,28853,9/14/2025,9/23/2025,BlueDart,In Transit,4,,,,,,,,,
15071,41033,3/8/2025,3/16/2025,Delhivery,Delayed,1,,,,,,,,,
15072,46293,6/22/2024,6/28/2024,Delhivery,In Transit,5,,,,,,,,,
15073,18857,7/11/2025,7/15/2025,DHL,Delivered,3,,,,,,,,,
15074,7666,3/25/2024,3/29/2024,Delhivery,In Transit,2,,,,,,,,,
15075,12134,11/18/2025,11/24/2025,DHL,Delivered,2,,,,,,,,,
15076,47432,3/7/2025,3/14/2025,BlueDart,Delayed,0,,,,,,,,,
15077,4904,3/26/2025,4/5/2025,DHL,In Transit,-1,,,,,,,,,
15078,11107,11/9/2025,11/11/2025,Delhivery,Delayed,0,,,,,,,,,
15079,49200,12/21/2025,12/28/2025,DHL,In Transit,3,,,,,,,,,
15080,39865,8/22/2025,8/29/2025,DHL,In Transit,2,,,,,,,,,
15081,23077,1/8/2025,1/24/2025,Delhivery,Delayed,6,,,,,,,,,
15082,45058,4/21/2025,4/27/2025,BlueDart,Delivered,4,,,,,,,,,
15083,49248,9/7/2024,9/15/2024,Delhivery,Delayed,6,,,,,,,,,
15084,5840,12/12/2024,12/17/2024,FedEx,In Transit,0,,,,,,,,,
15085,3013,3/13/2025,3/15/2025,DHL,Delayed,-1,,,,,,,,,
15086,27008,2/1/2024,2/4/2024,FedEx,Delayed,-1,,,,,,,,,
15087,26318,4/7/2024,4/16/2024,Delhivery,Delayed,0,,,,,,,,,
15088,42916,3/31/2025,4/12/2025,Delhivery,In Transit,6,,,,,,,,,
15089,19557,7/1/2025,7/11/2025,DHL,Delayed,3,,,,,,,,,
15090,1831,11/14/2024,11/21/2024,Delhivery,Delivered,-1,,,,,,,,,
15091,12949,3/22/2024,4/4/2024,DHL,In Transit,3,,,,,,,,,
15092,24241,12/6/2024,12/22/2024,BlueDart,In Transit,7,,,,,,,,,
15093,39072,3/29/2024,4/4/2024,BlueDart,In Transit,0,,,,,,,,,
15094,21161,12/18/2025,1/1/2026,FedEx,Delayed,5,,,,,,,,,
15095,18662,11/6/2025,11/22/2025,DHL,Delayed,7,,,,,,,,,
15096,5049,1/16/2024,1/19/2024,BlueDart,In Transit,0,,,,,,,,,
15097,28186,5/25/2025,5/30/2025,BlueDart,In Transit,-1,,,,,,,,,
15098,14464,1/20/2024,2/2/2024,FedEx,Delivered,6,,,,,,,,,
15099,16001,7/27/2024,8/11/2024,Delhivery,Delivered,5,,,,,,,,,
15100,31389,5/24/2025,5/31/2025,FedEx,Delivered,6,,,,,,,,,
15101,35337,11/8/2024,11/16/2024,FedEx,In Transit,7,,,,,,,,,
15102,8720,7/17/2024,8/1/2024,DHL,Delayed,7,,,,,,,,,
15103,39172,3/22/2024,4/2/2024,BlueDart,In Transit,3,,,,,,,,,
15104,36926,4/15/2025,4/22/2025,DHL,Delayed,2,,,,,,,,,
15105,45229,10/3/2024,10/10/2024,DHL,Delivered,6,,,,,,,,,
15106,41726,1/14/2025,1/25/2025,Delhivery,Delayed,5,,,,,,,,,
15107,2347,3/12/2024,3/21/2024,DHL,In Transit,6,,,,,,,,,
15108,4193,5/2/2024,5/6/2024,DHL,Delayed,-1,,,,,,,,,
15109,32087,1/13/2025,1/16/2025,Delhivery,Delivered,0,,,,,,,,,
15110,21837,6/22/2024,6/29/2024,FedEx,Delivered,1,,,,,,,,,
15111,17438,4/5/2025,4/13/2025,DHL,Delivered,1,,,,,,,,,
15112,45018,4/13/2024,4/18/2024,FedEx,Delivered,-1,,,,,,,,,
15113,16561,11/2/2025,11/7/2025,Delhivery,Delayed,2,,,,,,,,,
15114,24519,9/20/2024,9/24/2024,DHL,In Transit,1,,,,,,,,,
15115,24948,1/1/2024,1/7/2024,DHL,In Transit,1,,,,,,,,,
15116,4985,2/6/2024,2/9/2024,Delhivery,Delivered,-1,,,,,,,,,
15117,1291,1/31/2025,2/9/2025,FedEx,In Transit,-1,,,,,,,,,
15118,18047,10/8/2024,10/20/2024,BlueDart,In Transit,4,,,,,,,,,
15119,20745,10/18/2024,10/26/2024,Delhivery,Delayed,0,,,,,,,,,
15120,48570,7/3/2024,7/11/2024,FedEx,Delayed,3,,,,,,,,,
15121,32895,4/23/2024,5/5/2024,Delhivery,In Transit,5,,,,,,,,,
15122,27056,1/28/2024,2/7/2024,DHL,Delayed,2,,,,,,,,,
15123,16638,4/20/2024,4/26/2024,Delhivery,Delivered,3,,,,,,,,,
15124,3982,4/25/2024,5/2/2024,BlueDart,Delivered,4,,,,,,,,,
15125,23448,9/28/2024,10/6/2024,BlueDart,Delivered,6,,,,,,,,,
15126,2613,3/17/2024,3/27/2024,Delhivery,Delivered,2,,,,,,,,,
15127,48731,8/27/2025,9/4/2025,Delhivery,Delayed,5,,,,,,,,,
15128,10499,5/19/2024,5/30/2024,FedEx,Delayed,4,,,,,,,,,
15129,2942,10/14/2024,10/23/2024,BlueDart,Delayed,0,,,,,,,,,
15130,1249,5/14/2025,5/27/2025,FedEx,Delivered,5,,,,,,,,,
15131,42737,3/29/2025,4/15/2025,Delhivery,Delivered,7,,,,,,,,,
15132,28181,5/22/2025,5/27/2025,Delhivery,In Transit,4,,,,,,,,,
15133,38733,5/6/2025,5/14/2025,DHL,Delivered,3,,,,,,,,,
15134,46062,2/12/2025,2/21/2025,BlueDart,Delayed,2,,,,,,,,,
15135,14577,6/22/2025,7/4/2025,BlueDart,In Transit,7,,,,,,,,,
15136,33505,9/1/2024,9/6/2024,FedEx,Delayed,-1,,,,,,,,,
15137,45421,10/11/2024,10/18/2024,Delhivery,In Transit,0,,,,,,,,,
15138,3488,12/18/2025,12/22/2025,DHL,Delayed,1,,,,,,,,,
15139,13124,6/26/2024,7/5/2024,FedEx,In Transit,3,,,,,,,,,
15140,10892,10/9/2025,10/20/2025,Delhivery,Delayed,5,,,,,,,,,
15141,45086,7/27/2024,8/4/2024,FedEx,In Transit,1,,,,,,,,,
15142,35399,12/29/2025,1/2/2026,BlueDart,Delayed,0,,,,,,,,,
15143,4200,10/19/2025,10/31/2025,DHL,In Transit,2,,,,,,,,,
15144,27922,12/10/2025,12/19/2025,Delhivery,In Transit,6,,,,,,,,,
15145,15955,9/27/2025,10/6/2025,Delhivery,In Transit,5,,,,,,,,,
15146,43273,11/22/2025,11/24/2025,FedEx,Delivered,1,,,,,,,,,
15147,20492,6/30/2025,7/10/2025,BlueDart,Delivered,-1,,,,,,,,,
15148,30721,9/28/2025,10/6/2025,BlueDart,In Transit,0,,,,,,,,,
15149,8984,11/29/2024,12/10/2024,FedEx,Delayed,7,,,,,,,,,
15150,38263,1/29/2024,2/12/2024,BlueDart,Delivered,6,,,,,,,,,
15151,21505,11/10/2024,11/20/2024,FedEx,Delivered,0,,,,,,,,,
15152,43820,4/15/2025,5/1/2025,BlueDart,In Transit,7,,,,,,,,,
15153,42930,2/24/2025,3/5/2025,BlueDart,In Transit,5,,,,,,,,,
15154,36731,9/27/2025,10/4/2025,BlueDart,Delayed,-1,,,,,,,,,
15155,5340,9/20/2024,10/1/2024,DHL,Delivered,3,,,,,,,,,
15156,9693,2/12/2024,2/18/2024,Delhivery,In Transit,1,,,,,,,,,
15157,3580,6/2/2024,6/13/2024,FedEx,Delayed,1,,,,,,,,,
15158,17711,4/4/2024,4/21/2024,DHL,In Transit,7,,,,,,,,,
15159,35831,10/31/2024,11/3/2024,FedEx,Delivered,2,,,,,,,,,
15160,19301,3/23/2024,3/31/2024,BlueDart,In Transit,4,,,,,,,,,
15161,29212,6/10/2024,6/19/2024,FedEx,Delayed,1,,,,,,,,,
15162,37681,2/22/2024,2/28/2024,DHL,Delayed,2,,,,,,,,,
15163,30439,7/1/2024,7/6/2024,DHL,Delayed,1,,,,,,,,,
15164,16850,6/6/2024,6/15/2024,BlueDart,In Transit,2,,,,,,,,,
15165,16670,1/29/2025,2/6/2025,FedEx,Delivered,4,,,,,,,,,
15166,43409,6/17/2025,7/2/2025,Delhivery,Delivered,5,,,,,,,,,
15167,3479,10/16/2024,10/27/2024,Delhivery,Delayed,4,,,,,,,,,
15168,22073,11/17/2024,11/20/2024,BlueDart,Delivered,1,,,,,,,,,
15169,16151,5/24/2025,5/31/2025,BlueDart,Delivered,4,,,,,,,,,
15170,19280,8/2/2024,8/6/2024,DHL,Delivered,3,,,,,,,,,
15171,39129,4/7/2025,4/14/2025,FedEx,Delivered,6,,,,,,,,,
15172,30809,6/12/2025,6/15/2025,FedEx,Delivered,0,,,,,,,,,
15173,21229,10/13/2025,10/20/2025,FedEx,Delayed,6,,,,,,,,,
15174,24060,9/22/2025,10/6/2025,DHL,Delayed,7,,,,,,,,,
15175,10697,1/7/2025,1/15/2025,FedEx,Delivered,5,,,,,,,,,
15176,31411,4/29/2025,5/9/2025,DHL,In Transit,4,,,,,,,,,
15177,42223,12/16/2025,12/21/2025,DHL,In Transit,3,,,,,,,,,
