Order_ID,Date,Product_ID,Region,Quantity,Sales_Amount,Customer_Type,Channel,,,,,,
24234,1/13/2024,149,North,21,7154.07,Distributor,Wholesale,,,,,,
24235,4/18/2024,418,North,24,2155.92,Retail,Store,,,,,,
24236,8/3/2024,209,North,46,18835.62,Online,Store,,,,,,
24237,3/23/2025,899,North,78,12721.02,Online,Store,,,,,,
24238,6/30/2025,354,East,61,21145.65,Distributor,E-Commerce,,,,,,
24239,1/9/2025,909,West,46,4104.12,Distributor,Store,,,,,,
24240,1/9/2024,985,North,55,19355.6,Retail,E-Commerce,,,,,,
24241,9/19/2025,203,West,16,7068.32,Distributor,E-Commerce,,,,,,
24242,4/28/2025,446,East,61,25352.82,Distributor,Store,,,,,,
24243,5/18/2025,861,North,58,25194.62,Online,Store,,,,,,
24244,7/1/2024,573,North,33,6222.15,Retail,Store,,,,,,
24245,2/15/2024,770,West,71,19009.54,Retail,Wholesale,,,,,,
24246,8/26/2024,36,East,74,22709.86,Retail,E-Commerce,,,,,,
24247,2/7/2024,501,West,28,2902.2,Retail,Wholesale,,,,,,
24248,2/8/2024,216,East,22,2775.96,Online,Wholesale,,,,,,
24249,7/13/2025,154,South,28,8075.48,Distributor,Wholesale,,,,,,
24250,8/14/2024,722,South,69,14959.89,Online,Wholesale,,,,,,
24251,9/3/2025,539,West,49,14358.47,Retail,Store,,,,,,
24252,3/8/2025,195,North,12,1973.52,Retail,E-Commerce,,,,,,
24253,11/12/2024,273,West,46,12368.02,Distributor,Store,,,,,,
24254,6/26/2024,359,North,34,12209.06,Distributor,Wholesale,,,,,,
24255,4/23/2025,80,North,10,2687.2,Retail,E-Commerce,,,,,,
24256,3/28/2025,461,North,29,2987.29,Retail,E-Commerce,,,,,,
24257,12/17/2025,209,North,46,7873.82,Online,E-Commerce,,,,,,
24258,6/3/2024,904,West,73,30481.15,Online,Wholesale,,,,,,
24259,3/13/2024,582,North,48,17288.16,Online,Store,,,,,,
24260,8/9/2024,698,East,98,45238.76,Online,Wholesale,,,,,,
24261,12/21/2024,855,South,85,13467.4,Distributor,E-Commerce,,,,,,
24262,3/8/2024,272,North,9,3534.03,Distributor,Store,,,,,,
24263,3/17/2024,818,East,3,1368.87,Retail,Wholesale,,,,,,
24264,7/19/2024,455,South,24,6810,Online,E-Commerce,,,,,,
24265,1/20/2025,262,South,96,40713.6,Distributor,E-Commerce,,,,,,
24266,8/13/2024,192,North,87,42794.43,Distributor,Store,,,,,,
24267,6/30/2025,399,East,52,21695.96,Online,Store,,,,,,
24268,12/7/2025,524,North,88,18690.32,Retail,Store,,,,,,
24269,6/12/2024,784,West,59,12407.11,Retail,Wholesale,,,,,,
24270,1/5/2024,679,East,68,5790.88,Retail,E-Commerce,,,,,,
24271,8/16/2024,550,West,38,6256.32,Retail,Store,,,,,,
24272,12/28/2025,423,South,38,16685.04,Online,Wholesale,,,,,,
24273,3/2/2025,139,East,87,22625.22,Retail,E-Commerce,,,,,,
24274,1/3/2025,181,East,29,3637.18,Online,E-Commerce,,,,,,
24275,12/11/2025,830,North,28,10017,Retail,Store,,,,,,
24276,3/17/2024,961,South,21,8462.37,Distributor,Store,,,,,,
24277,1/15/2025,84,South,23,9549.6,Retail,E-Commerce,,,,,,
24278,9/4/2024,626,North,73,13176.5,Distributor,Wholesale,,,,,,
24279,10/9/2024,468,East,44,16224.56,Distributor,Store,,,,,,
24280,6/8/2024,639,West,23,2792.89,Distributor,E-Commerce,,,,,,
24281,6/21/2024,809,East,90,36187.2,Distributor,Store,,,,,,
24282,2/19/2024,166,South,2,708.08,Distributor,E-Commerce,,,,,,
24283,4/2/2024,125,West,67,18384.13,Retail,Store,,,,,,
24284,10/14/2025,559,South,60,26247,Online,Store,,,,,,
24285,1/19/2025,984,East,77,27134.8,Distributor,Wholesale,,,,,,
24286,8/28/2025,464,North,36,11255.04,Distributor,Store,,,,,,
24287,3/21/2024,60,East,2,364.38,Retail,Wholesale,,,,,,
24288,7/11/2024,337,West,27,5054.13,Retail,E-Commerce,,,,,,
24289,12/21/2024,688,North,57,25928.16,Distributor,Wholesale,,,,,,
24290,10/16/2025,639,North,4,941.16,Online,E-Commerce,,,,,,
24291,6/20/2025,640,West,65,12959.05,Online,Store,,,,,,
24292,11/17/2025,38,South,49,6688.99,Distributor,E-Commerce,,,,,,
24293,4/1/2024,603,West,100,45708,Distributor,Wholesale,,,,,,
24294,10/16/2025,983,West,6,1491.9,Online,Store,,,,,,
24295,3/1/2024,885,South,8,1734.8,Online,Store,,,,,,
24296,9/28/2024,587,West,23,7252.13,Online,Store,,,,,,
24297,7/8/2025,346,South,88,41866.88,Retail,E-Commerce,,,,,,
24298,11/16/2025,393,South,10,1844.6,Retail,E-Commerce,,,,,,
24299,9/17/2024,850,West,59,20106.02,Distributor,Store,,,,,,
24300,3/1/2025,124,East,38,10469,Online,Store,,,,,,
24301,7/24/2024,368,North,93,40422.45,Retail,E-Commerce,,,,,,
24302,12/1/2025,102,North,89,14627.15,Online,Wholesale,,,,,,
24303,6/18/2025,862,East,88,13647.92,Retail,Store,,,,,,
24304,12/29/2025,739,South,2,164.08,Retail,Store,,,,,,
24305,1/3/2024,297,West,81,27376.38,Online,Store,,,,,,
24306,6/26/2024,650,East,58,25869.16,Retail,Wholesale,,,,,,
24307,8/27/2024,127,North,11,1168.2,Retail,Store,,,,,,
24308,7/12/2025,528,North,25,6428.75,Online,E-Commerce,,,,,,
24309,2/2/2024,294,West,32,2546.56,Online,Store,,,,,,
24310,1/25/2025,33,South,18,7065,Online,Store,,,,,,
24311,2/16/2025,959,South,82,22231.84,Online,Store,,,,,,
24312,8/22/2024,269,South,10,3495.5,Retail,Wholesale,,,,,,
24313,4/6/2024,445,South,74,27170.58,Distributor,Store,,,,,,
24314,5/15/2024,61,West,54,11681.28,Retail,Store,,,,,,
24315,3/5/2024,596,South,85,4906.2,Distributor,Wholesale,,,,,,
24316,6/2/2025,485,North,84,7292.88,Online,E-Commerce,,,,,,
24317,12/28/2024,851,South,91,39077.22,Distributor,Store,,,,,,
24318,12/16/2025,453,East,32,12124.8,Online,Store,,,,,,
24319,10/12/2025,619,East,17,2996.42,Retail,E-Commerce,,,,,,
24320,7/12/2025,438,West,83,6121.25,Retail,Store,,,,,,
24321,10/25/2025,744,East,52,13554.84,Distributor,Wholesale,,,,,,
24322,4/11/2024,224,West,36,10803.6,Retail,Store,,,,,,
24323,4/20/2024,985,South,60,8041.8,Distributor,Store,,,,,,
24324,9/1/2024,61,West,17,2246.89,Online,Store,,,,,,
24325,5/22/2024,763,North,37,14043.72,Distributor,Wholesale,,,,,,
24326,5/29/2024,464,North,6,2481.18,Online,E-Commerce,,,,,,
24327,5/7/2024,713,North,45,6279.75,Retail,Store,,,,,,
24328,3/8/2025,866,South,90,28880.1,Online,Wholesale,,,,,,
24329,4/22/2024,689,West,45,8357.4,Retail,Store,,,,,,
24330,12/21/2025,912,West,73,32326.59,Distributor,E-Commerce,,,,,,
24331,9/13/2025,973,South,20,5272.4,Online,Wholesale,,,,,,
24332,5/23/2025,606,East,61,13400.48,Retail,Wholesale,,,,,,
24333,6/4/2025,636,West,22,1815,Retail,Wholesale,,,,,,
24334,1/9/2025,150,North,24,5098.08,Retail,E-Commerce,,,,,,
24335,5/17/2025,314,North,95,19959.5,Retail,E-Commerce,,,,,,
24336,5/6/2025,840,South,15,5396.85,Distributor,Wholesale,,,,,,
24337,5/26/2024,73,East,16,5526.88,Retail,Store,,,,,,
24338,12/15/2025,591,West,39,14147.25,Online,Store,,,,,,
24339,1/1/2025,253,East,91,23292.36,Online,Wholesale,,,,,,
24340,7/27/2025,976,South,78,15042.3,Retail,Store,,,,,,
24341,3/20/2024,34,East,20,6032.6,Online,Store,,,,,,
24342,1/6/2025,132,South,1,466.64,Retail,Wholesale,,,,,,
24343,3/31/2025,834,South,50,9223.5,Retail,E-Commerce,,,,,,
24344,1/3/2024,28,West,92,22548.28,Distributor,E-Commerce,,,,,,
24345,1/30/2025,848,East,93,14640.99,Retail,E-Commerce,,,,,,
24346,9/2/2025,323,West,7,3225.32,Distributor,Wholesale,,,,,,
24347,9/8/2024,537,West,37,4192.47,Distributor,Wholesale,,,,,,
24348,3/11/2025,129,East,33,12542.31,Distributor,Store,,,,,,
24349,8/2/2024,521,West,27,11682.09,Online,Store,,,,,,
24350,1/4/2025,583,West,18,2100.96,Distributor,Wholesale,,,,,,
24351,9/13/2024,221,South,21,2279.34,Retail,Wholesale,,,,,,
24352,10/17/2024,175,South,44,4875.2,Distributor,E-Commerce,,,,,,
24353,9/29/2025,393,East,1,302.3,Retail,E-Commerce,,,,,,
24354,5/25/2024,144,West,90,22234.5,Retail,Store,,,,,,
24355,8/24/2025,388,East,69,9243.93,Retail,Wholesale,,,,,,
24356,9/18/2024,253,South,98,12991.86,Retail,Store,,,,,,
24357,2/26/2025,853,South,47,12381.68,Distributor,Store,,,,,,
24358,7/30/2025,29,West,63,7207.2,Distributor,Wholesale,,,,,,
24359,11/26/2024,174,East,56,21522.48,Distributor,Store,,,,,,
24360,11/9/2024,888,West,48,19552.32,Distributor,E-Commerce,,,,,,
24361,3/12/2025,126,South,44,8350.32,Online,Store,,,,,,
24362,10/22/2025,925,North,38,4996.62,Retail,Wholesale,,,,,,
24363,11/16/2024,284,East,1,70.79,Retail,Store,,,,,,
24364,3/7/2025,383,West,51,16883.04,Online,E-Commerce,,,,,,
24365,11/2/2024,599,East,13,4158.57,Distributor,E-Commerce,,,,,,
24366,3/11/2024,170,West,89,10858.89,Distributor,Store,,,,,,
24367,10/15/2025,493,West,35,16190.3,Retail,Wholesale,,,,,,
24368,8/29/2025,323,West,39,3913.65,Distributor,Store,,,,,,
24369,9/11/2025,973,North,15,1503.6,Distributor,Store,,,,,,
24370,6/8/2025,25,South,3,962.4,Distributor,Wholesale,,,,,,
24371,12/25/2024,679,South,76,19090.44,Distributor,Wholesale,,,,,,
24372,5/7/2025,508,East,94,16269.52,Distributor,Wholesale,,,,,,
24373,9/25/2025,641,South,87,21386.34,Online,Wholesale,,,,,,
24374,12/27/2025,18,East,65,19056.05,Retail,Store,,,,,,
24375,8/4/2024,785,North,4,239.84,Online,E-Commerce,,,,,,
24376,11/29/2024,848,West,91,28040.74,Distributor,E-Commerce,,,,,,
24377,5/24/2025,631,North,19,6203.88,Retail,E-Commerce,,,,,,
24378,7/19/2024,309,North,61,24988.65,Distributor,Store,,,,,,
24379,11/5/2024,968,East,1,169.9,Online,Store,,,,,,
24380,9/6/2025,732,North,75,10432.5,Distributor,Wholesale,,,,,,
24381,1/7/2024,548,East,63,6087.69,Retail,Store,,,,,,
24382,4/10/2024,716,West,33,2231.13,Retail,Wholesale,,,,,,
24383,4/7/2025,778,East,12,1957.56,Online,Store,,,,,,
24384,12/15/2025,670,West,95,27436,Retail,Store,,,,,,
24385,8/28/2024,975,East,61,20534.43,Retail,Store,,,,,,
24386,11/30/2025,544,North,60,25553.4,Distributor,Wholesale,,,,,,
24387,4/8/2025,921,East,28,9841.72,Distributor,E-Commerce,,,,,,
24388,11/28/2025,767,East,46,16585.3,Online,E-Commerce,,,,,,
24389,12/6/2025,393,South,7,2333.38,Online,Store,,,,,,
24390,9/25/2024,898,West,38,4042.44,Retail,Wholesale,,,,,,
24391,8/23/2024,877,West,54,16018.56,Distributor,E-Commerce,,,,,,
24392,12/24/2024,5,East,42,6095.46,Online,E-Commerce,,,,,,
24393,6/14/2024,141,South,98,37618.28,Retail,Wholesale,,,,,,
24394,4/17/2024,165,North,97,22828.95,Online,Wholesale,,,,,,
24395,10/28/2025,469,South,37,9312.53,Distributor,Store,,,,,,
24396,6/30/2024,823,South,14,2658.74,Retail,E-Commerce,,,,,,
24397,10/26/2024,854,North,54,25492.32,Online,E-Commerce,,,,,,
24398,4/4/2025,557,South,81,40314.51,Retail,Wholesale,,,,,,
24399,12/7/2024,619,South,63,3852.45,Online,Store,,,,,,
24400,4/26/2024,142,South,90,12836.7,Retail,Store,,,,,,
24401,10/15/2024,335,West,55,24115.85,Retail,E-Commerce,,,,,,
24402,10/31/2025,718,North,41,3703.94,Distributor,Store,,,,,,
24403,3/18/2025,378,North,60,15492.6,Online,E-Commerce,,,,,,
24404,9/12/2024,769,West,17,7716.3,Online,Store,,,,,,
24405,4/5/2024,423,South,91,6342.7,Distributor,Store,,,,,,
24406,7/22/2025,825,South,84,6129.48,Distributor,E-Commerce,,,,,,
24407,5/19/2025,891,East,60,7247.4,Online,E-Commerce,,,,,,
24408,4/1/2024,317,South,14,5182.94,Distributor,Store,,,,,,
24409,11/21/2025,609,West,59,15732.35,Retail,E-Commerce,,,,,,
24410,7/3/2024,668,South,57,5696.58,Retail,Wholesale,,,,,,
24411,9/1/2025,397,South,1,354.25,Online,Store,,,,,,
24412,11/18/2024,479,North,13,6196.32,Retail,Wholesale,,,,,,
24413,1/8/2025,385,South,55,15209.15,Distributor,E-Commerce,,,,,,
24414,4/13/2024,459,East,17,4401.47,Retail,Store,,,,,,
24415,10/4/2025,195,North,43,18981.49,Retail,Store,,,,,,
24416,9/2/2024,202,West,6,555.3,Retail,E-Commerce,,,,,,
24417,5/22/2025,504,North,49,7393.61,Retail,Wholesale,,,,,,
24418,2/16/2025,633,South,16,4179.2,Retail,Wholesale,,,,,,
24419,2/2/2025,529,West,77,34317.36,Online,Store,,,,,,
24420,7/21/2025,778,North,75,19270.5,Online,Store,,,,,,
24421,10/24/2025,75,East,2,185.66,Distributor,Wholesale,,,,,,
24422,3/30/2025,58,West,60,14245.8,Retail,Store,,,,,,
24423,4/9/2024,486,South,37,7620.52,Online,E-Commerce,,,,,,
24424,1/23/2025,201,North,75,34308.75,Distributor,Store,,,,,,
24425,2/18/2024,910,South,8,2593.44,Distributor,Store,,,,,,
24426,7/13/2024,667,East,65,26585,Online,E-Commerce,,,,,,
24427,3/25/2024,577,East,54,22763.7,Retail,Wholesale,,,,,,
24428,7/10/2024,54,North,90,41364.9,Online,Wholesale,,,,,,
24429,2/5/2025,669,West,94,18632.68,Retail,Wholesale,,,,,,
24430,2/19/2024,942,South,63,17767.26,Online,E-Commerce,,,,,,
24431,6/7/2025,240,East,51,19442.73,Retail,Wholesale,,,,,,
24432,10/27/2024,582,West,15,3159,Online,Wholesale,,,,,,
24433,1/31/2025,874,East,25,12452.25,Retail,Wholesale,,,,,,
24434,4/20/2024,143,West,71,16940.6,Distributor,E-Commerce,,,,,,
24435,12/26/2025,90,West,97,24940.64,Distributor,E-Commerce,,,,,,
24436,6/30/2025,799,South,94,36344.16,Retail,Store,,,,,,
24437,6/2/2025,741,East,62,7151.08,Retail,E-Commerce,,,,,,
24438,1/8/2025,413,West,41,15259.38,Distributor,Store,,,,,,
24439,5/15/2024,588,North,84,14708.4,Retail,E-Commerce,,,,,,
24440,7/21/2024,654,West,83,30143.94,Retail,E-Commerce,,,,,,
24441,5/28/2024,630,West,48,3493.92,Retail,Store,,,,,,
24442,2/3/2025,407,South,59,7285.91,Distributor,E-Commerce,,,,,,
24443,4/4/2025,406,South,9,3479.85,Retail,Wholesale,,,,,,
24444,4/24/2025,829,South,40,7947.2,Online,Wholesale,,,,,,
24445,4/7/2025,423,South,72,17325.36,Online,E-Commerce,,,,,,
24446,3/14/2025,977,East,41,9295.11,Distributor,Store,,,,,,
24447,2/14/2025,682,South,32,15189.76,Retail,Wholesale,,,,,,
24448,8/4/2025,336,West,81,8512.29,Online,Store,,,,,,
24449,4/21/2024,989,East,15,4760.7,Online,Wholesale,,,,,,
24450,5/19/2025,157,North,22,3899.28,Online,Store,,,,,,
24451,12/17/2025,802,North,27,6665.49,Distributor,E-Commerce,,,,,,
24452,8/26/2024,918,South,72,35828.64,Retail,E-Commerce,,,,,,
24453,8/28/2025,982,West,44,10109,Distributor,Store,,,,,,
24454,5/24/2025,590,South,16,4567.52,Distributor,E-Commerce,,,,,,
24455,7/3/2024,635,North,2,790.32,Retail,Wholesale,,,,,,
24456,1/4/2024,94,North,15,3531.15,Online,Wholesale,,,,,,
24457,7/8/2024,535,North,68,11787.12,Distributor,Wholesale,,,,,,
24458,7/13/2025,689,West,17,4752.01,Retail,Store,,,,,,
24459,10/16/2025,434,East,47,21096.89,Retail,E-Commerce,,,,,,
24460,8/9/2025,746,East,36,7116.84,Retail,Wholesale,,,,,,
24461,12/10/2025,605,North,98,24071.74,Distributor,E-Commerce,,,,,,
24462,8/1/2025,371,East,52,17864.6,Distributor,Wholesale,,,,,,
24463,10/29/2025,497,South,67,20386.76,Distributor,Store,,,,,,
24464,5/16/2024,682,South,83,16982.63,Distributor,Store,,,,,,
24465,5/5/2024,24,East,68,17512.04,Distributor,Store,,,,,,
24466,9/30/2025,438,North,37,16195.27,Retail,Wholesale,,,,,,
24467,1/29/2025,808,South,39,2178.93,Retail,E-Commerce,,,,,,
24468,3/10/2025,233,East,42,9975,Distributor,Store,,,,,,
24469,9/26/2025,179,North,20,7300.4,Online,Wholesale,,,,,,
24470,3/2/2025,995,East,53,20502.52,Retail,Wholesale,,,,,,
24471,3/24/2025,920,South,58,27059.32,Distributor,E-Commerce,,,,,,
24472,1/18/2025,223,West,15,6333.9,Retail,E-Commerce,,,,,,
24473,1/27/2024,974,South,73,12464.75,Retail,Store,,,,,,
24474,6/23/2024,479,West,50,5439,Online,E-Commerce,,,,,,
24475,4/5/2025,985,East,37,16149.76,Retail,Wholesale,,,,,,
24476,9/15/2024,100,East,57,6698.07,Distributor,E-Commerce,,,,,,
24477,7/4/2024,116,West,32,6618.24,Distributor,Wholesale,,,,,,
24478,4/30/2024,777,East,85,26290.5,Retail,Wholesale,,,,,,
24479,7/4/2024,317,South,11,2594.35,Distributor,Wholesale,,,,,,
24480,10/5/2024,360,West,68,22856.84,Online,Store,,,,,,
24481,12/28/2025,775,South,81,30168.45,Retail,E-Commerce,,,,,,
24482,6/20/2025,687,East,24,9358.8,Distributor,Wholesale,,,,,,
24483,7/28/2024,904,South,1,74.04,Retail,E-Commerce,,,,,,
24484,11/7/2024,488,North,72,26568.72,Online,Store,,,,,,
24485,9/14/2024,453,North,82,6658.4,Online,Wholesale,,,,,,
24486,1/8/2024,994,West,24,3226.8,Retail,Wholesale,,,,,,
24487,3/12/2024,10,West,85,22418.75,Distributor,E-Commerce,,,,,,
24488,12/8/2025,241,North,46,22418.1,Retail,E-Commerce,,,,,,
24489,4/29/2024,838,South,63,21700.35,Retail,E-Commerce,,,,,,
24490,9/10/2024,421,North,18,5183.28,Distributor,Wholesale,,,,,,
24491,10/17/2025,693,North,72,29614.32,Distributor,Wholesale,,,,,,
24492,12/19/2025,171,West,85,42291.75,Online,Wholesale,,,,,,
24493,11/24/2024,281,South,74,5406.44,Online,E-Commerce,,,,,,
24494,10/17/2024,169,South,20,3235.6,Online,Store,,,,,,
24495,9/24/2025,615,North,9,685.53,Retail,Wholesale,,,,,,
24496,9/15/2024,376,West,98,37828,Retail,E-Commerce,,,,,,
24497,3/20/2025,843,West,86,13761.72,Retail,Wholesale,,,,,,
24498,11/20/2024,528,West,64,3832.32,Retail,E-Commerce,,,,,,
24499,12/18/2025,591,East,72,17590.32,Online,Store,,,,,,
24500,6/15/2024,818,South,49,10295.88,Retail,Store,,,,,,
24501,8/20/2024,187,North,16,5325.76,Online,Wholesale,,,,,,
24502,12/17/2024,61,West,87,16446.48,Distributor,E-Commerce,,,,,,
24503,1/3/2024,13,East,12,2919.12,Online,E-Commerce,,,,,,
24504,9/12/2024,551,North,7,1361.01,Online,Store,,,,,,
24505,7/8/2025,111,West,35,11453.05,Retail,Wholesale,,,,,,
24506,7/31/2024,531,South,54,18470.16,Online,E-Commerce,,,,,,
24507,8/11/2024,399,South,76,36471.64,Distributor,Wholesale,,,,,,
24508,12/12/2024,124,West,31,11430.01,Retail,E-Commerce,,,,,,
24509,3/12/2024,172,East,80,8039.2,Distributor,Wholesale,,,,,,
24510,6/28/2025,161,West,18,7736.22,Distributor,Store,,,,,,
24511,12/3/2024,323,North,34,16609,Distributor,Wholesale,,,,,,
24512,10/13/2025,731,West,19,9161.61,Distributor,Wholesale,,,,,,
24513,7/30/2025,382,North,22,7831.12,Distributor,Wholesale,,,,,,
24514,10/9/2024,170,East,90,26052.3,Online,Store,,,,,,
24515,7/6/2025,252,North,2,714.02,Distributor,Wholesale,,,,,,
24516,4/26/2025,348,South,4,1301.24,Online,Wholesale,,,,,,
24517,11/3/2025,774,South,22,9918.04,Retail,Wholesale,,,,,,
24518,6/2/2024,929,South,90,27274.5,Distributor,E-Commerce,,,,,,
24519,12/17/2025,151,East,13,911.82,Distributor,E-Commerce,,,,,,
24520,3/31/2025,105,East,91,41498.73,Distributor,Wholesale,,,,,,
24521,7/20/2025,47,North,14,3109.12,Retail,E-Commerce,,,,,,
24522,9/15/2024,505,North,2,669.56,Distributor,Wholesale,,,,,,
24523,2/7/2024,822,North,31,14937.97,Retail,Wholesale,,,,,,
24524,8/9/2024,935,North,11,2806.87,Online,E-Commerce,,,,,,
24525,12/23/2025,851,West,83,11131.96,Distributor,E-Commerce,,,,,,
24526,1/30/2025,596,East,86,36102.8,Online,Store,,,,,,
24527,5/15/2024,737,North,81,15176.16,Distributor,Store,,,,,,
24528,5/28/2025,95,North,7,2047.15,Online,E-Commerce,,,,,,
24529,10/10/2025,371,West,86,23216.56,Distributor,Wholesale,,,,,,
24530,7/8/2024,637,West,13,4581.33,Retail,Wholesale,,,,,,
24531,6/13/2025,422,North,95,40623.9,Retail,Store,,,,,,
24532,6/23/2024,715,West,81,24907.5,Distributor,E-Commerce,,,,,,
24533,10/1/2024,434,South,3,243.69,Distributor,Store,,,,,,
24534,2/29/2024,832,East,28,11173.68,Distributor,Store,,,,,,
24535,11/12/2025,320,East,93,11173.02,Retail,E-Commerce,,,,,,
24536,6/30/2024,99,North,61,28131.37,Distributor,Wholesale,,,,,,
24537,2/20/2024,425,West,36,7776.36,Distributor,Wholesale,,,,,,
24538,5/20/2024,605,East,90,28990.8,Retail,Wholesale,,,,,,
24539,4/16/2025,572,South,60,12015,Distributor,Store,,,,,,
24540,3/7/2024,629,West,38,5684.42,Distributor,E-Commerce,,,,,,
24541,4/28/2024,171,North,35,8968.4,Online,E-Commerce,,,,,,
24542,7/3/2024,211,East,16,3193.12,Distributor,E-Commerce,,,,,,
24543,1/16/2025,177,North,100,10005,Retail,E-Commerce,,,,,,
24544,10/3/2025,346,North,32,9040.96,Retail,E-Commerce,,,,,,
24545,12/24/2025,437,South,38,13954.74,Distributor,E-Commerce,,,,,,
24546,3/8/2025,982,West,94,13610.26,Distributor,E-Commerce,,,,,,
24547,9/27/2024,875,East,79,12252.11,Retail,Store,,,,,,
24548,6/17/2025,82,North,92,18631.84,Online,E-Commerce,,,,,,
24549,1/10/2025,906,East,4,1698.36,Retail,E-Commerce,,,,,,
24550,2/28/2025,486,North,11,3513.84,Online,Wholesale,,,,,,
24551,6/26/2024,189,North,100,32715,Online,E-Commerce,,,,,,
24552,9/18/2024,19,North,100,30490,Distributor,E-Commerce,,,,,,
24553,2/17/2024,626,South,28,11614.96,Distributor,Store,,,,,,
24554,3/11/2025,102,West,47,8655.05,Online,E-Commerce,,,,,,
24555,10/2/2024,831,West,35,1800.4,Retail,Wholesale,,,,,,
24556,1/14/2025,363,South,48,12155.04,Online,E-Commerce,,,,,,
24557,3/18/2024,652,East,45,12253.05,Retail,E-Commerce,,,,,,
24558,8/29/2025,42,South,67,29255.55,Online,E-Commerce,,,,,,
24559,3/13/2025,480,East,67,27372.18,Retail,Store,,,,,,
24560,11/27/2024,493,West,95,32503.3,Distributor,Store,,,,,,
24561,10/30/2025,445,East,40,16116,Retail,Wholesale,,,,,,
24562,3/23/2024,6,North,81,37878.03,Distributor,Store,,,,,,
24563,7/22/2025,3,East,53,7017.2,Online,E-Commerce,,,,,,
24564,11/15/2024,99,North,86,32097.78,Distributor,E-Commerce,,,,,,
24565,11/6/2025,488,West,81,29713.23,Distributor,Store,,,,,,
24566,9/7/2025,165,West,50,7002.5,Online,E-Commerce,,,,,,
24567,1/15/2025,549,North,10,622.4,Distributor,Wholesale,,,,,,
24568,8/18/2024,147,North,24,6313.92,Online,Store,,,,,,
24569,6/23/2024,18,North,27,12537.72,Retail,Store,,,,,,
24570,11/2/2025,809,South,28,6191.64,Online,E-Commerce,,,,,,
24571,5/9/2025,680,North,88,13006.4,Distributor,E-Commerce,,,,,,
24572,10/6/2025,995,West,75,36921.75,Distributor,Wholesale,,,,,,
24573,6/23/2024,768,South,84,21884.52,Distributor,E-Commerce,,,,,,
24574,7/14/2024,741,North,98,43018.08,Distributor,E-Commerce,,,,,,
24575,6/18/2025,781,South,35,4449.9,Retail,E-Commerce,,,,,,
24576,4/17/2025,341,North,96,47580.48,Online,Wholesale,,,,,,
24577,2/14/2025,232,East,15,3895.05,Distributor,E-Commerce,,,,,,
24578,8/20/2024,585,East,15,3328.8,Online,E-Commerce,,,,,,
24579,7/2/2025,802,West,8,2753.6,Retail,Wholesale,,,,,,
24580,2/21/2024,664,East,67,26726.3,Online,Wholesale,,,,,,
24581,6/10/2025,835,South,81,20531.88,Online,Wholesale,,,,,,
24582,4/11/2025,982,West,88,18576.8,Online,Store,,,,,,
24583,12/14/2025,80,North,47,14933.78,Retail,Store,,,,,,
24584,11/17/2025,23,North,81,10468.44,Retail,Store,,,,,,
24585,3/29/2024,196,West,62,13020,Online,Store,,,,,,
24586,11/30/2024,423,North,68,31062.4,Distributor,Wholesale,,,,,,
24587,3/10/2024,24,East,100,47565,Online,E-Commerce,,,,,,
24588,6/16/2025,275,South,38,8925.44,Retail,Store,,,,,,
24589,4/8/2025,961,East,79,7588.74,Retail,E-Commerce,,,,,,
24590,11/19/2024,678,East,73,32240.45,Distributor,Store,,,,,,
24591,8/16/2025,204,West,78,38883.78,Distributor,Store,,,,,,
24592,4/10/2025,512,West,62,28830,Distributor,E-Commerce,,,,,,
24593,10/5/2024,615,West,30,2136.9,Retail,Wholesale,,,,,,
24594,8/28/2025,951,West,85,27581.65,Distributor,Store,,,,,,
24595,5/17/2025,77,North,100,48462,Distributor,Store,,,,,,
24596,8/26/2025,799,South,35,9126.95,Online,E-Commerce,,,,,,
24597,1/14/2025,168,South,47,14894.77,Distributor,Wholesale,,,,,,
24598,9/30/2024,565,East,95,35112.95,Retail,Wholesale,,,,,,
24599,2/12/2024,763,North,87,5091.24,Distributor,Store,,,,,,
24600,8/16/2024,917,South,12,2853.6,Retail,Store,,,,,,
24601,2/9/2025,158,North,63,17992.17,Online,Store,,,,,,
24602,5/12/2024,640,West,27,4541.67,Retail,Wholesale,,,,,,
24603,7/16/2025,222,North,49,14389.34,Distributor,E-Commerce,,,,,,
24604,11/8/2024,295,East,97,31973.14,Retail,E-Commerce,,,,,,
24605,4/10/2025,294,South,4,613.16,Distributor,Store,,,,,,
24606,1/27/2024,39,North,36,2447.64,Distributor,E-Commerce,,,,,,
24607,1/8/2024,120,South,39,9443.07,Distributor,Store,,,,,,
24608,7/27/2025,882,West,12,5160.96,Retail,Store,,,,,,
24609,5/8/2025,786,South,29,9624.23,Online,E-Commerce,,,,,,
24610,2/1/2025,131,South,61,17510.66,Online,Wholesale,,,,,,
24611,8/10/2024,659,South,83,39081.38,Online,E-Commerce,,,,,,
24612,1/6/2024,498,West,5,2413.65,Distributor,E-Commerce,,,,,,
24613,7/4/2025,939,East,90,27765,Online,Store,,,,,,
24614,10/8/2024,905,West,8,2018.16,Distributor,Store,,,,,,
24615,11/26/2024,277,South,78,34684.26,Online,Wholesale,,,,,,
24616,10/8/2025,487,North,100,49566,Retail,E-Commerce,,,,,,
24617,12/21/2025,692,West,72,18600.48,Retail,Store,,,,,,
24618,4/13/2025,301,South,1,459.23,Online,Wholesale,,,,,,
