Inventory_ID,Product_ID,Warehouse_ID,Stock_Quantity,Reorder_Level,Safety_Stock,Last_Updated,,,,,,,
7438,992,20,2637,826,116,2/13/2026,,,,,,,
7439,728,23,1599,778,354,2/23/2026,,,,,,,
7440,21,27,4819,622,65,3/21/2026,,,,,,,
7441,710,9,322,659,381,2/17/2026,,,,,,,
7442,282,19,3519,187,159,5/4/2026,,,,,,,
7443,324,15,1495,435,145,3/16/2026,,,,,,,
7444,246,20,4806,112,271,3/15/2026,,,,,,,
7445,56,12,3160,899,482,4/5/2026,,,,,,,
7446,204,12,2796,597,201,5/4/2026,,,,,,,
7447,793,23,2938,916,426,3/17/2026,,,,,,,
7448,358,28,4964,470,293,2/16/2026,,,,,,,
7449,812,12,2062,637,125,3/30/2026,,,,,,,
7450,577,5,3838,343,195,3/9/2026,,,,,,,
7451,342,24,4083,232,306,3/23/2026,,,,,,,
7452,779,23,624,364,95,4/6/2026,,,,,,,
7453,598,4,4996,455,454,2/12/2026,,,,,,,
7454,577,10,2559,527,50,5/3/2026,,,,,,,
7455,970,17,1907,540,451,3/5/2026,,,,,,,
7456,954,18,2080,332,257,3/22/2026,,,,,,,
7457,263,22,4401,376,350,4/5/2026,,,,,,,
7458,490,13,4213,620,414,2/28/2026,,,,,,,
7459,825,2,754,555,162,3/4/2026,,,,,,,
7460,692,4,654,710,408,2/22/2026,,,,,,,
7461,755,16,3007,264,226,4/27/2026,,,,,,,
7462,596,26,781,266,481,4/21/2026,,,,,,,
7463,595,1,1514,608,226,2/21/2026,,,,,,,
7464,83,12,991,876,399,4/5/2026,,,,,,,
7465,416,5,2536,679,346,2/18/2026,,,,,,,
7466,489,10,4969,751,478,5/9/2026,,,,,,,
7467,653,16,133,624,363,3/28/2026,,,,,,,
7468,256,14,2136,919,150,3/22/2026,,,,,,,
7469,506,4,850,682,410,4/13/2026,,,,,,,
7470,301,4,1396,445,100,3/21/2026,,,,,,,
7471,705,7,4159,705,403,2/22/2026,,,,,,,
7472,958,27,3308,382,217,3/11/2026,,,,,,,
7473,326,12,2627,304,86,4/30/2026,,,,,,,
7474,341,2,4920,243,170,3/11/2026,,,,,,,
7475,758,8,1483,826,356,4/26/2026,,,,,,,
7476,744,2,3403,371,99,2/11/2026,,,,,,,
7477,448,10,3927,843,267,2/26/2026,,,,,,,
7478,336,9,1212,365,98,3/28/2026,,,,,,,
7479,840,10,2917,564,312,4/4/2026,,,,,,,
7480,411,25,1401,239,279,3/3/2026,,,,,,,
7481,482,14,2196,646,210,3/10/2026,,,,,,,
7482,257,18,2651,504,293,4/17/2026,,,,,,,
7483,292,25,3895,484,243,3/8/2026,,,,,,,
7484,682,10,3321,669,64,3/29/2026,,,,,,,
7485,15,27,4593,388,354,3/14/2026,,,,,,,
7486,770,9,1145,238,479,3/10/2026,,,,,,,
7487,960,29,1758,938,186,3/9/2026,,,,,,,
7488,723,25,2926,918,373,3/18/2026,,,,,,,
7489,322,1,3426,142,267,2/25/2026,,,,,,,
7490,140,29,3853,294,470,3/29/2026,,,,,,,
7491,189,12,2214,223,470,3/13/2026,,,,,,,
7492,74,25,2530,329,203,3/28/2026,,,,,,,
7493,745,16,3746,246,399,4/4/2026,,,,,,,
7494,97,26,4434,848,372,4/24/2026,,,,,,,
7495,82,18,479,574,268,4/16/2026,,,,,,,
7496,713,8,4352,541,112,3/7/2026,,,,,,,
7497,645,3,4307,834,486,3/17/2026,,,,,,,
7498,46,3,611,256,304,4/23/2026,,,,,,,
7499,901,23,1581,968,143,2/22/2026,,,,,,,
7500,160,15,1894,136,319,2/25/2026,,,,,,,
7501,403,10,714,776,53,5/6/2026,,,,,,,
7502,647,16,1013,469,480,3/17/2026,,,,,,,
7503,890,3,1973,257,64,3/1/2026,,,,,,,
7504,629,8,2264,259,204,4/3/2026,,,,,,,
7505,663,19,3572,716,56,4/3/2026,,,,,,,
7506,225,21,2436,662,164,3/17/2026,,,,,,,
7507,7,18,824,602,421,4/1/2026,,,,,,,
7508,989,24,4746,928,360,4/14/2026,,,,,,,
7509,444,14,1262,820,426,4/16/2026,,,,,,,
7510,765,22,4679,557,158,2/20/2026,,,,,,,
7511,763,26,2231,171,146,4/1/2026,,,,,,,
7512,678,10,2165,556,319,5/3/2026,,,,,,,
7513,312,6,1802,318,340,3/21/2026,,,,,,,
7514,145,12,4071,587,143,4/7/2026,,,,,,,
7515,926,22,4083,756,116,3/9/2026,,,,,,,
7516,602,20,4843,563,446,2/24/2026,,,,,,,
7517,288,22,2383,866,262,2/25/2026,,,,,,,
7518,308,11,3005,777,428,4/21/2026,,,,,,,
7519,340,10,4674,761,145,3/3/2026,,,,,,,
7520,199,18,4927,526,275,4/2/2026,,,,,,,
7521,256,30,2776,583,332,2/18/2026,,,,,,,
7522,599,14,1979,885,192,4/12/2026,,,,,,,
7523,256,4,341,388,315,4/13/2026,,,,,,,
7524,7,16,2897,198,424,3/31/2026,,,,,,,
7525,280,28,3785,888,170,4/18/2026,,,,,,,
7526,318,16,2907,679,168,3/8/2026,,,,,,,
7527,334,24,4771,912,55,4/9/2026,,,,,,,
7528,309,7,1323,203,75,5/4/2026,,,,,,,
7529,594,4,1112,954,397,4/5/2026,,,,,,,
7530,304,27,189,629,340,3/31/2026,,,,,,,
7531,581,5,994,320,472,3/18/2026,,,,,,,
7532,291,14,183,275,381,2/11/2026,,,,,,,
7533,316,26,1994,968,259,4/21/2026,,,,,,,
7534,394,21,925,761,54,4/27/2026,,,,,,,
7535,259,22,297,809,394,3/14/2026,,,,,,,
7536,70,14,2391,294,339,3/3/2026,,,,,,,
7537,543,24,2356,814,335,3/2/2026,,,,,,,
7538,540,19,4190,284,75,2/17/2026,,,,,,,
7539,16,24,2965,788,277,3/29/2026,,,,,,,
7540,521,23,3227,400,247,3/7/2026,,,,,,,
7541,639,1,3325,227,289,2/23/2026,,,,,,,
7542,261,24,3174,889,398,2/11/2026,,,,,,,
7543,91,3,1882,555,405,5/10/2026,,,,,,,
7544,577,25,4145,461,316,3/26/2026,,,,,,,
7545,149,20,1785,783,431,4/26/2026,,,,,,,
7546,214,30,4445,135,227,2/17/2026,,,,,,,
7547,697,5,4286,808,417,5/1/2026,,,,,,,
7548,766,22,3144,825,479,2/19/2026,,,,,,,
7549,214,6,4850,640,181,5/10/2026,,,,,,,
7550,485,4,2772,319,131,4/14/2026,,,,,,,
7551,604,30,3569,536,171,4/3/2026,,,,,,,
7552,658,8,3692,387,90,5/2/2026,,,,,,,
7553,125,25,4318,423,345,2/12/2026,,,,,,,
7554,719,21,2303,117,76,3/30/2026,,,,,,,
7555,914,21,2044,935,178,3/15/2026,,,,,,,
7556,648,26,1691,788,132,4/3/2026,,,,,,,
7557,362,3,2048,352,218,2/13/2026,,,,,,,
7558,109,18,4803,850,147,2/20/2026,,,,,,,
7559,509,19,920,686,124,4/27/2026,,,,,,,
7560,317,17,2347,138,276,2/20/2026,,,,,,,
7561,970,22,4914,232,158,5/5/2026,,,,,,,
7562,718,23,4445,404,493,3/30/2026,,,,,,,
7563,101,28,2967,783,88,4/26/2026,,,,,,,
7564,381,19,3645,903,51,2/16/2026,,,,,,,
7565,606,28,381,734,121,3/29/2026,,,,,,,
7566,798,16,2641,681,157,4/25/2026,,,,,,,
7567,329,28,3315,104,334,3/17/2026,,,,,,,
7568,80,21,1518,717,303,4/22/2026,,,,,,,
7569,361,4,927,771,226,3/26/2026,,,,,,,
7570,185,9,1262,529,56,2/21/2026,,,,,,,
7571,573,15,89,770,268,3/1/2026,,,,,,,
7572,16,15,4258,824,450,2/17/2026,,,,,,,
7573,845,5,579,750,391,4/1/2026,,,,,,,
7574,141,7,3706,568,325,4/30/2026,,,,,,,
7575,897,6,4707,527,193,5/6/2026,,,,,,,
7576,556,12,711,100,252,4/21/2026,,,,,,,
7577,742,24,2980,103,194,4/26/2026,,,,,,,
7578,956,23,491,216,202,3/22/2026,,,,,,,
7579,10,27,2622,306,334,5/9/2026,,,,,,,
7580,405,14,2006,775,54,3/9/2026,,,,,,,
7581,184,29,3239,480,106,4/15/2026,,,,,,,
7582,273,9,1333,251,461,3/30/2026,,,,,,,
7583,87,27,3004,634,392,3/1/2026,,,,,,,
7584,256,9,2071,460,293,3/16/2026,,,,,,,
7585,867,8,2147,318,77,5/5/2026,,,,,,,
7586,420,15,894,879,461,3/21/2026,,,,,,,
7587,343,24,4731,793,290,4/7/2026,,,,,,,
7588,413,28,1849,636,417,4/10/2026,,,,,,,
7589,939,10,2269,968,373,3/1/2026,,,,,,,
7590,659,16,3439,1000,262,4/7/2026,,,,,,,
7591,806,9,1944,675,440,2/28/2026,,,,,,,
7592,307,24,827,345,236,3/2/2026,,,,,,,
7593,869,30,3936,201,150,3/2/2026,,,,,,,
7594,415,28,1707,419,129,4/11/2026,,,,,,,
7595,355,29,1844,900,266,4/20/2026,,,,,,,
7596,364,13,4862,781,395,3/6/2026,,,,,,,
7597,863,20,1886,672,198,2/12/2026,,,,,,,
7598,44,21,2850,472,83,3/20/2026,,,,,,,
7599,233,11,2535,507,495,4/23/2026,,,,,,,
7600,213,21,3976,427,456,3/21/2026,,,,,,,
7601,847,19,3310,940,415,3/3/2026,,,,,,,
7602,907,30,4872,258,91,4/17/2026,,,,,,,
7603,5,4,4617,756,457,3/8/2026,,,,,,,
7604,170,7,1681,576,438,2/12/2026,,,,,,,
7605,291,25,1443,775,462,4/12/2026,,,,,,,
7606,713,1,1578,596,297,4/25/2026,,,,,,,
7607,268,8,1915,172,455,3/16/2026,,,,,,,
7608,680,9,2012,550,127,2/13/2026,,,,,,,
7609,663,27,3045,685,176,3/14/2026,,,,,,,
7610,634,30,667,272,422,3/6/2026,,,,,,,
7611,797,29,3290,987,59,4/11/2026,,,,,,,
7612,724,13,4792,368,251,4/7/2026,,,,,,,
7613,147,7,342,393,444,2/19/2026,,,,,,,
7614,163,29,2147,315,249,3/5/2026,,,,,,,
7615,452,7,4038,933,454,2/14/2026,,,,,,,
7616,88,19,3907,816,478,3/9/2026,,,,,,,
7617,302,4,2600,330,276,3/14/2026,,,,,,,
7618,783,24,720,388,462,3/28/2026,,,,,,,
7619,499,6,4138,260,438,3/25/2026,,,,,,,
7620,11,9,4220,629,381,4/12/2026,,,,,,,
7621,895,5,1627,805,402,3/6/2026,,,,,,,
7622,98,1,2325,423,481,3/19/2026,,,,,,,
7623,514,26,2563,749,369,5/2/2026,,,,,,,
7624,584,17,199,160,295,2/14/2026,,,,,,,
7625,584,19,195,156,92,4/1/2026,,,,,,,
7626,748,8,1994,242,348,4/3/2026,,,,,,,
7627,464,18,726,612,148,3/23/2026,,,,,,,
7628,220,22,1558,467,340,2/12/2026,,,,,,,
7629,710,25,4696,453,355,2/18/2026,,,,,,,
7630,142,17,2359,789,60,4/29/2026,,,,,,,
7631,619,5,4023,937,374,3/2/2026,,,,,,,
7632,507,21,2606,121,99,2/14/2026,,,,,,,
7633,77,21,2946,541,314,3/14/2026,,,,,,,
7634,150,13,2007,596,327,2/13/2026,,,,,,,
7635,829,1,719,407,270,5/6/2026,,,,,,,
7636,323,12,1098,922,449,4/28/2026,,,,,,,
7637,562,1,3717,430,464,3/28/2026,,,,,,,
7638,111,2,1296,295,232,3/1/2026,,,,,,,
7639,290,27,276,488,433,4/8/2026,,,,,,,
7640,292,6,423,157,347,2/14/2026,,,,,,,
7641,529,15,4881,407,369,3/29/2026,,,,,,,
7642,971,24,2119,239,124,3/24/2026,,,,,,,
7643,439,10,3474,925,312,4/22/2026,,,,,,,
7644,714,24,1385,429,196,3/27/2026,,,,,,,
7645,113,1,1183,946,106,4/10/2026,,,,,,,
7646,331,11,2491,544,364,4/25/2026,,,,,,,
7647,137,26,3126,320,158,4/7/2026,,,,,,,
7648,858,23,3423,604,73,4/11/2026,,,,,,,
7649,890,19,1278,523,346,5/6/2026,,,,,,,
7650,249,29,1850,607,354,3/14/2026,,,,,,,
7651,159,2,230,733,53,3/8/2026,,,,,,,
7652,707,30,1614,930,160,4/6/2026,,,,,,,
7653,432,5,2792,880,299,3/2/2026,,,,,,,
7654,825,25,2218,666,279,4/20/2026,,,,,,,
7655,678,27,1952,850,196,3/20/2026,,,,,,,
7656,117,16,1270,817,203,3/18/2026,,,,,,,
7657,958,30,2201,337,491,3/13/2026,,,,,,,
7658,193,28,1619,946,192,2/13/2026,,,,,,,
7659,823,23,1543,891,220,3/6/2026,,,,,,,
7660,196,15,4826,855,190,4/3/2026,,,,,,,
7661,782,16,2169,951,76,3/14/2026,,,,,,,
7662,469,5,1908,789,238,2/27/2026,,,,,,,
7663,551,7,2578,314,376,4/18/2026,,,,,,,
7664,211,17,3569,351,334,3/25/2026,,,,,,,
7665,178,3,4974,651,143,4/5/2026,,,,,,,
7666,526,10,3182,686,92,4/28/2026,,,,,,,
7667,820,19,2148,914,293,5/6/2026,,,,,,,
7668,265,8,1771,825,58,4/2/2026,,,,,,,
7669,644,27,4279,351,210,4/29/2026,,,,,,,
7670,690,3,84,951,79,4/2/2026,,,,,,,
7671,68,1,4981,939,274,4/27/2026,,,,,,,
7672,299,15,1992,119,332,4/9/2026,,,,,,,
7673,593,20,1603,988,410,4/1/2026,,,,,,,
7674,935,2,3964,142,138,2/28/2026,,,,,,,
7675,710,8,2656,496,365,3/2/2026,,,,,,,
7676,981,4,3080,103,321,3/3/2026,,,,,,,
7677,61,6,4440,215,107,3/6/2026,,,,,,,
7678,76,24,2589,212,191,4/14/2026,,,,,,,
7679,257,1,3999,368,145,4/2/2026,,,,,,,
7680,616,29,1041,145,117,3/19/2026,,,,,,,
7681,912,11,720,711,72,4/17/2026,,,,,,,
7682,293,9,4375,898,124,2/13/2026,,,,,,,
7683,910,14,594,862,440,3/31/2026,,,,,,,
7684,783,8,1764,917,267,4/10/2026,,,,,,,
7685,134,3,2860,543,263,4/7/2026,,,,,,,
7686,777,28,3579,526,257,4/24/2026,,,,,,,
7687,96,1,941,863,123,2/14/2026,,,,,,,
7688,124,18,1064,486,386,5/8/2026,,,,,,,
7689,36,7,1136,260,437,2/28/2026,,,,,,,
7690,286,17,4506,315,484,2/19/2026,,,,,,,
7691,321,17,439,568,108,3/13/2026,,,,,,,
7692,448,15,2457,524,239,3/31/2026,,,,,,,
7693,470,8,1982,136,427,4/16/2026,,,,,,,
7694,678,15,345,558,417,3/19/2026,,,,,,,
7695,776,10,3145,282,479,3/23/2026,,,,,,,
7696,686,9,2655,338,162,2/24/2026,,,,,,,
7697,306,26,4660,575,446,5/3/2026,,,,,,,
7698,582,17,2854,776,389,2/20/2026,,,,,,,
7699,109,22,4166,742,353,3/22/2026,,,,,,,
7700,350,13,1325,951,199,3/9/2026,,,,,,,
7701,709,9,2403,356,270,4/8/2026,,,,,,,
7702,915,28,4788,497,312,2/28/2026,,,,,,,
7703,771,7,4638,825,264,5/10/2026,,,,,,,
7704,836,20,2655,513,368,5/4/2026,,,,,,,
7705,432,18,2176,806,124,4/20/2026,,,,,,,
7706,660,2,1783,959,234,2/23/2026,,,,,,,
7707,705,21,314,451,390,4/23/2026,,,,,,,
7708,542,22,218,460,111,2/21/2026,,,,,,,
7709,563,18,4514,766,58,4/18/2026,,,,,,,
7710,187,10,3347,556,329,3/18/2026,,,,,,,
7711,745,24,2453,400,53,2/19/2026,,,,,,,
7712,765,10,2963,426,297,3/31/2026,,,,,,,
7713,425,3,2594,544,76,5/1/2026,,,,,,,
7714,680,8,3526,432,105,4/19/2026,,,,,,,
7715,363,15,1866,962,330,2/21/2026,,,,,,,
7716,516,3,3884,979,50,4/17/2026,,,,,,,
7717,89,11,1751,791,194,3/27/2026,,,,,,,
7718,837,18,4609,589,398,3/23/2026,,,,,,,
7719,107,30,3484,700,371,4/14/2026,,,,,,,
7720,558,6,1853,970,268,4/8/2026,,,,,,,
7721,603,16,3679,750,345,4/5/2026,,,,,,,
7722,559,6,4737,656,290,3/31/2026,,,,,,,
7723,47,29,674,809,139,2/18/2026,,,,,,,
7724,127,24,599,470,233,4/19/2026,,,,,,,
7725,124,14,2746,424,179,4/27/2026,,,,,,,
7726,362,8,1366,127,168,3/3/2026,,,,,,,
7727,731,21,3420,186,428,3/16/2026,,,,,,,
7728,418,25,2468,219,163,4/25/2026,,,,,,,
7729,482,15,1031,767,118,3/22/2026,,,,,,,
7730,998,23,1553,887,155,2/24/2026,,,,,,,
7731,319,18,4407,235,479,2/16/2026,,,,,,,
7732,33,4,4396,218,66,3/22/2026,,,,,,,
7733,378,6,967,128,418,4/3/2026,,,,,,,
7734,155,20,667,692,270,2/21/2026,,,,,,,
7735,445,25,779,102,50,3/16/2026,,,,,,,
7736,532,25,2417,419,195,2/21/2026,,,,,,,
7737,369,20,2826,373,98,4/20/2026,,,,,,,
7738,729,30,4430,536,454,3/11/2026,,,,,,,
7739,535,26,4763,294,415,3/23/2026,,,,,,,
7740,605,4,4595,127,461,2/27/2026,,,,,,,
7741,471,24,1017,792,222,3/16/2026,,,,,,,
7742,183,19,2011,727,276,4/6/2026,,,,,,,
7743,539,22,2449,624,214,4/10/2026,,,,,,,
7744,382,28,3701,703,172,5/6/2026,,,,,,,
7745,443,10,4553,469,236,5/5/2026,,,,,,,
7746,545,10,1556,145,100,5/10/2026,,,,,,,
7747,723,9,2220,576,92,4/16/2026,,,,,,,
7748,712,29,1923,927,131,3/26/2026,,,,,,,
7749,406,27,648,972,369,3/8/2026,,,,,,,
7750,116,9,1592,278,447,5/5/2026,,,,,,,
7751,622,28,4237,780,290,4/5/2026,,,,,,,
7752,308,6,2964,872,387,4/5/2026,,,,,,,
7753,101,28,2680,500,191,3/22/2026,,,,,,,
7754,319,17,4575,537,99,5/6/2026,,,,,,,
7755,332,14,982,705,180,4/5/2026,,,,,,,
7756,326,28,2597,523,354,3/19/2026,,,,,,,
7757,548,7,440,162,430,4/25/2026,,,,,,,
7758,573,24,2793,883,355,3/27/2026,,,,,,,
7759,973,12,4627,704,454,2/11/2026,,,,,,,
7760,552,10,4748,539,53,4/20/2026,,,,,,,
7761,954,1,757,766,183,2/12/2026,,,,,,,
7762,986,27,4761,351,437,4/28/2026,,,,,,,
7763,115,14,2756,880,334,4/23/2026,,,,,,,
7764,579,16,2565,768,439,4/11/2026,,,,,,,
7765,277,6,2662,874,339,5/8/2026,,,,,,,
7766,472,5,374,446,472,4/18/2026,,,,,,,
7767,393,6,1464,132,132,3/21/2026,,,,,,,
7768,424,13,2549,272,155,4/28/2026,,,,,,,
7769,967,23,4614,856,114,5/6/2026,,,,,,,
7770,975,10,3102,340,409,4/22/2026,,,,,,,
7771,518,1,507,427,266,5/11/2026,,,,,,,
7772,512,21,847,554,267,2/22/2026,,,,,,,
7773,552,4,4647,884,200,2/18/2026,,,,,,,
7774,795,4,2418,663,403,5/8/2026,,,,,,,
7775,352,21,1083,905,88,5/10/2026,,,,,,,
7776,276,25,463,266,357,2/24/2026,,,,,,,
7777,506,16,1041,133,446,3/26/2026,,,,,,,
7778,831,14,2094,566,271,3/11/2026,,,,,,,
7779,995,15,1313,465,490,3/22/2026,,,,,,,
7780,928,11,2353,401,140,4/2/2026,,,,,,,
7781,474,28,2234,301,247,4/18/2026,,,,,,,
7782,72,29,1062,408,79,5/2/2026,,,,,,,
7783,249,12,402,764,106,3/11/2026,,,,,,,
7784,44,23,3682,780,214,4/14/2026,,,,,,,
7785,720,27,2149,461,112,2/15/2026,,,,,,,
7786,12,9,2777,715,488,3/12/2026,,,,,,,
7787,421,11,3225,488,50,3/12/2026,,,,,,,
7788,550,11,2891,417,208,4/28/2026,,,,,,,
7789,671,8,1981,486,249,3/3/2026,,,,,,,
7790,864,12,4407,634,250,3/24/2026,,,,,,,
7791,989,10,458,760,213,4/11/2026,,,,,,,
7792,276,10,2342,121,328,3/25/2026,,,,,,,
7793,318,27,2355,322,249,4/3/2026,,,,,,,
7794,622,26,1832,590,180,3/20/2026,,,,,,,
7795,60,2,3392,278,70,3/8/2026,,,,,,,
7796,779,11,1031,971,206,3/6/2026,,,,,,,
7797,502,27,1786,233,58,4/27/2026,,,,,,,
7798,822,10,1290,773,368,4/3/2026,,,,,,,
7799,390,20,2822,512,171,3/23/2026,,,,,,,
7800,283,7,1499,925,132,4/21/2026,,,,,,,
7801,323,21,136,162,122,3/19/2026,,,,,,,
7802,827,7,4652,389,338,4/27/2026,,,,,,,
7803,808,2,1245,253,326,4/1/2026,,,,,,,
7804,822,7,4198,896,252,3/12/2026,,,,,,,
7805,834,22,2760,202,284,3/9/2026,,,,,,,
7806,37,21,4952,631,184,3/14/2026,,,,,,,
7807,799,25,1847,336,438,4/2/2026,,,,,,,
7808,719,26,3972,524,357,3/13/2026,,,,,,,
7809,601,7,3374,246,212,4/19/2026,,,,,,,
7810,816,17,2463,242,101,2/28/2026,,,,,,,
7811,601,27,2838,625,271,2/20/2026,,,,,,,
7812,654,1,4206,556,256,3/26/2026,,,,,,,
7813,584,18,1727,704,62,3/21/2026,,,,,,,
7814,696,7,4620,564,447,3/31/2026,,,,,,,
7815,691,3,3380,715,272,3/31/2026,,,,,,,
7816,128,10,4115,224,427,3/5/2026,,,,,,,
7817,518,27,4828,586,203,4/2/2026,,,,,,,
7818,353,1,1976,286,126,4/22/2026,,,,,,,
7819,343,5,661,871,161,5/11/2026,,,,,,,
7820,644,27,859,843,455,4/4/2026,,,,,,,
7821,919,6,2395,385,61,4/24/2026,,,,,,,
7822,915,15,222,898,111,3/9/2026,,,,,,,
7823,205,23,2600,497,483,4/5/2026,,,,,,,
7824,759,15,4673,706,180,2/26/2026,,,,,,,
7825,519,3,1693,718,499,2/23/2026,,,,,,,
7826,179,22,1207,745,496,3/1/2026,,,,,,,
7827,619,30,4444,578,379,2/15/2026,,,,,,,
7828,75,3,1797,941,87,3/22/2026,,,,,,,
7829,696,23,3668,140,81,4/20/2026,,,,,,,
7830,728,29,2416,195,130,5/6/2026,,,,,,,
7831,214,9,3994,595,253,3/28/2026,,,,,,,
7832,141,3,665,559,128,3/6/2026,,,,,,,
7833,662,21,667,569,389,3/30/2026,,,,,,,
7834,699,22,922,676,346,3/29/2026,,,,,,,
7835,145,18,834,931,247,3/5/2026,,,,,,,
7836,974,20,2702,999,491,4/18/2026,,,,,,,
7837,384,4,400,971,199,4/27/2026,,,,,,,
7838,526,17,2347,325,174,4/25/2026,,,,,,,
7839,203,19,2041,339,91,3/16/2026,,,,,,,
7840,810,26,1698,642,101,2/16/2026,,,,,,,
7841,602,24,3479,533,249,4/23/2026,,,,,,,
7842,751,16,1463,664,146,3/19/2026,,,,,,,
7843,43,21,3681,145,127,3/1/2026,,,,,,,
7844,445,13,2434,613,98,4/8/2026,,,,,,,
7845,291,18,4924,698,109,4/11/2026,,,,,,,
7846,3,9,3735,250,131,2/27/2026,,,,,,,
7847,930,24,4207,235,62,3/8/2026,,,,,,,
7848,252,29,4772,774,71,4/15/2026,,,,,,,
7849,221,15,2711,694,193,3/27/2026,,,,,,,
7850,775,14,1524,956,343,3/18/2026,,,,,,,
7851,685,23,3747,747,383,4/20/2026,,,,,,,
7852,927,28,540,908,360,2/12/2026,,,,,,,
7853,709,24,3922,130,409,3/30/2026,,,,,,,
7854,411,24,1462,784,401,5/8/2026,,,,,,,
7855,515,12,2042,467,353,4/1/2026,,,,,,,
7856,114,21,167,527,54,3/7/2026,,,,,,,
7857,294,8,917,182,333,3/7/2026,,,,,,,
7858,433,2,639,452,454,4/14/2026,,,,,,,
7859,661,9,1606,438,450,3/22/2026,,,,,,,
7860,799,15,4461,156,204,2/17/2026,,,,,,,
7861,726,23,614,785,414,2/21/2026,,,,,,,
7862,9,26,4575,225,302,3/11/2026,,,,,,,
7863,934,16,2767,811,343,3/14/2026,,,,,,,
7864,866,22,2497,195,413,3/17/2026,,,,,,,
7865,433,7,939,729,392,5/5/2026,,,,,,,
7866,372,28,2888,691,205,4/24/2026,,,,,,,
7867,252,4,3576,483,122,4/20/2026,,,,,,,
7868,343,7,4592,691,70,3/14/2026,,,,,,,
7869,818,24,2462,712,352,3/14/2026,,,,,,,
7870,575,12,1650,189,158,2/15/2026,,,,,,,
7871,213,7,3397,302,248,2/25/2026,,,,,,,
7872,361,18,944,332,249,4/5/2026,,,,,,,
7873,721,30,1909,411,288,4/11/2026,,,,,,,
7874,545,6,3678,167,276,5/1/2026,,,,,,,
7875,893,13,2399,657,427,5/6/2026,,,,,,,
7876,77,18,2640,766,271,3/31/2026,,,,,,,
7877,780,29,3738,372,210,4/15/2026,,,,,,,
7878,114,24,4620,776,366,4/3/2026,,,,,,,
7879,264,12,3189,330,87,4/3/2026,,,,,,,
7880,698,7,323,282,284,5/3/2026,,,,,,,
7881,628,17,1123,785,196,2/28/2026,,,,,,,
7882,855,14,753,487,477,3/13/2026,,,,,,,
7883,941,27,2507,749,218,4/24/2026,,,,,,,
7884,281,14,4250,266,321,4/16/2026,,,,,,,
7885,299,10,1766,146,281,5/7/2026,,,,,,,
7886,791,9,1968,406,261,3/2/2026,,,,,,,
7887,574,16,1716,616,449,4/28/2026,,,,,,,
7888,696,18,738,809,212,3/9/2026,,,,,,,
7889,637,3,3408,167,241,3/6/2026,,,,,,,
7890,449,8,1182,757,138,3/27/2026,,,,,,,
7891,81,12,1486,336,79,2/12/2026,,,,,,,
7892,522,15,1008,657,134,3/12/2026,,,,,,,
7893,671,6,4307,390,69,4/1/2026,,,,,,,
7894,156,18,4601,453,221,2/15/2026,,,,,,,
7895,150,5,1990,935,75,3/6/2026,,,,,,,
7896,85,10,4267,725,366,3/9/2026,,,,,,,
7897,483,22,1215,571,123,3/5/2026,,,,,,,
7898,315,19,4648,227,426,3/19/2026,,,,,,,
7899,756,10,1473,701,421,2/13/2026,,,,,,,
7900,336,3,2246,387,322,3/22/2026,,,,,,,
7901,904,15,4511,714,334,3/7/2026,,,,,,,
7902,473,10,1476,852,163,2/22/2026,,,,,,,
7903,877,19,1432,670,214,2/22/2026,,,,,,,
7904,821,7,1214,732,352,3/2/2026,,,,,,,
7905,127,10,4196,541,191,4/1/2026,,,,,,,
7906,49,27,332,567,490,3/20/2026,,,,,,,
7907,853,2,1446,112,166,3/5/2026,,,,,,,
7908,833,7,2294,301,405,3/28/2026,,,,,,,
7909,74,29,1986,444,344,2/26/2026,,,,,,,
7910,591,20,1684,824,210,2/12/2026,,,,,,,
7911,610,28,2121,816,301,3/24/2026,,,,,,,
7912,270,20,952,247,469,3/5/2026,,,,,,,
7913,943,3,2169,446,383,4/3/2026,,,,,,,
7914,402,14,3232,243,309,2/19/2026,,,,,,,
7915,634,27,2395,766,411,3/13/2026,,,,,,,
7916,585,23,617,274,382,4/23/2026,,,,,,,
7917,380,10,1008,284,219,4/24/2026,,,,,,,
7918,817,30,1553,902,84,2/28/2026,,,,,,,
7919,134,10,4273,397,197,3/21/2026,,,,,,,
7920,483,24,3626,182,58,4/20/2026,,,,,,,
7921,250,27,2156,898,334,5/6/2026,,,,,,,
7922,666,28,2024,192,295,4/11/2026,,,,,,,
7923,946,2,4018,412,341,3/22/2026,,,,,,,
7924,742,16,580,879,200,3/10/2026,,,,,,,
7925,983,24,3796,370,342,3/29/2026,,,,,,,
7926,7,14,1102,231,399,3/15/2026,,,,,,,
7927,480,29,227,245,100,4/8/2026,,,,,,,
7928,312,9,2628,778,203,3/24/2026,,,,,,,
7929,476,26,3998,700,401,3/20/2026,,,,,,,
7930,360,11,97,190,434,2/15/2026,,,,,,,
7931,818,24,4287,540,299,2/28/2026,,,,,,,
7932,981,6,775,159,341,4/17/2026,,,,,,,
7933,111,11,333,398,437,4/19/2026,,,,,,,
7934,642,9,3763,194,122,4/6/2026,,,,,,,
7935,824,20,2745,489,73,4/3/2026,,,,,,,
7936,384,22,2402,218,449,2/22/2026,,,,,,,
7937,941,20,1511,452,108,4/4/2026,,,,,,,
