PO_ID,Supplier_ID,Product_ID,Order_Date,Expected_Date,Actual_Date,Quantity,PO_Status,,,,,,
11674,22,889,12/7/2025,12/17/2025,12/18/2025,205,Closed,,,,,,
11675,103,552,10/22/2024,11/9/2024,11/14/2024,4166,Closed,,,,,,
11676,11,238,2/9/2024,2/15/2024,2/17/2024,1101,Delayed,,,,,,
11677,193,954,10/31/2024,11/14/2024,11/16/2024,3891,Closed,,,,,,
11678,182,204,4/10/2024,4/28/2024,4/28/2024,3054,Closed,,,,,,
11679,123,734,10/28/2024,11/6/2024,11/12/2024,223,Closed,,,,,,
11680,88,31,6/11/2025,6/23/2025,6/25/2025,1754,Open,,,,,,
11681,144,720,12/14/2024,12/30/2024,12/31/2024,2410,Delayed,,,,,,
11682,183,886,2/21/2024,3/11/2024,3/12/2024,3565,Closed,,,,,,
11683,94,270,2/23/2024,3/12/2024,3/13/2024,493,Open,,,,,,
11684,24,826,2/11/2025,3/1/2025,3/5/2025,2418,Closed,,,,,,
11685,78,972,4/12/2025,4/22/2025,4/22/2025,1501,Closed,,,,,,
11686,59,809,10/24/2024,11/12/2024,11/12/2024,4748,Closed,,,,,,
11687,73,875,8/30/2024,9/3/2024,9/2/2024,3824,Open,,,,,,
11688,76,956,1/21/2025,2/4/2025,2/4/2025,3995,Delayed,,,,,,
11689,81,142,6/2/2024,6/5/2024,6/7/2024,732,Open,,,,,,
11690,55,858,2/28/2025,3/8/2025,3/10/2025,4857,Delayed,,,,,,
11691,23,65,5/26/2025,6/3/2025,6/4/2025,2167,Open,,,,,,
11692,40,610,6/21/2025,7/7/2025,7/6/2025,4359,Delayed,,,,,,
11693,178,604,6/14/2025,7/1/2025,6/30/2025,1485,Delayed,,,,,,
11694,197,550,3/18/2024,3/25/2024,3/25/2024,4938,Closed,,,,,,
11695,174,987,4/2/2025,4/8/2025,4/11/2025,312,Closed,,,,,,
11696,52,943,7/11/2025,7/23/2025,7/29/2025,2031,Closed,,,,,,
11697,30,608,1/6/2025,1/18/2025,1/21/2025,4164,Open,,,,,,
11698,37,565,7/29/2024,8/18/2024,8/18/2024,3696,Open,,,,,,
11699,4,260,12/7/2025,12/12/2025,12/18/2025,2108,Open,,,,,,
11700,30,76,5/20/2024,6/9/2024,6/9/2024,2240,Closed,,,,,,
11701,71,155,12/20/2024,1/7/2025,1/6/2025,4513,Open,,,,,,
11702,84,107,10/5/2024,10/25/2024,10/31/2024,469,Delayed,,,,,,
11703,149,654,8/12/2025,8/28/2025,8/28/2025,3227,Delayed,,,,,,
11704,177,709,8/30/2025,9/3/2025,9/9/2025,3198,Open,,,,,,
11705,70,588,3/4/2025,3/7/2025,3/7/2025,3252,Delayed,,,,,,
11706,39,312,7/10/2024,7/29/2024,8/1/2024,2182,Closed,,,,,,
11707,22,898,5/3/2025,5/19/2025,5/17/2025,1021,Delayed,,,,,,
11708,133,238,7/15/2024,7/19/2024,7/17/2024,2724,Open,,,,,,
11709,85,23,11/15/2025,12/5/2025,12/9/2025,121,Delayed,,,,,,
11710,7,744,8/8/2025,8/20/2025,8/24/2025,1061,Open,,,,,,
11711,99,664,4/15/2024,4/27/2024,4/28/2024,2805,Closed,,,,,,
11712,75,864,10/1/2024,10/21/2024,10/25/2024,3984,Delayed,,,,,,
11713,54,922,5/10/2025,5/21/2025,5/26/2025,631,Delayed,,,,,,
11714,197,672,8/9/2025,8/23/2025,8/26/2025,369,Closed,,,,,,
11715,166,12,9/29/2025,10/18/2025,10/18/2025,954,Delayed,,,,,,
11716,148,97,12/14/2024,12/28/2024,1/3/2025,596,Closed,,,,,,
11717,99,786,10/13/2025,10/26/2025,11/1/2025,555,Open,,,,,,
11718,26,885,3/21/2025,4/9/2025,4/13/2025,1931,Closed,,,,,,
11719,194,65,9/16/2024,10/6/2024,10/4/2024,4417,Delayed,,,,,,
11720,17,715,4/16/2025,4/19/2025,4/22/2025,1023,Closed,,,,,,
11721,137,920,5/1/2025,5/15/2025,5/21/2025,4202,Open,,,,,,
11722,55,224,7/16/2025,8/2/2025,8/8/2025,2074,Open,,,,,,
11723,74,783,12/10/2024,12/17/2024,12/23/2024,1811,Closed,,,,,,
11724,13,54,3/4/2024,3/19/2024,3/20/2024,385,Open,,,,,,
11725,182,328,2/9/2024,2/28/2024,3/5/2024,252,Delayed,,,,,,
11726,163,671,6/5/2025,6/16/2025,6/16/2025,4412,Closed,,,,,,
11727,133,400,8/15/2024,9/1/2024,9/5/2024,634,Open,,,,,,
11728,53,326,4/4/2024,4/8/2024,4/10/2024,427,Open,,,,,,
11729,121,958,10/29/2024,11/4/2024,11/6/2024,4056,Open,,,,,,
11730,47,699,4/10/2025,4/18/2025,4/20/2025,2065,Closed,,,,,,
11731,141,79,10/18/2024,10/23/2024,10/26/2024,4693,Open,,,,,,
11732,109,37,8/15/2025,8/22/2025,8/26/2025,2568,Open,,,,,,
11733,89,369,7/12/2024,7/23/2024,7/26/2024,4241,Closed,,,,,,
11734,88,975,3/10/2025,3/26/2025,3/24/2025,1865,Delayed,,,,,,
11735,196,494,5/27/2024,5/31/2024,6/5/2024,4033,Open,,,,,,
11736,104,700,5/5/2024,5/22/2024,5/27/2024,3867,Closed,,,,,,
11737,81,593,4/11/2024,4/20/2024,4/23/2024,2469,Closed,,,,,,
11738,170,883,12/12/2024,12/20/2024,12/21/2024,4874,Open,,,,,,
11739,96,632,4/30/2025,5/12/2025,5/14/2025,2738,Closed,,,,,,
11740,19,293,9/16/2024,9/20/2024,9/22/2024,868,Closed,,,,,,
11741,179,531,12/24/2024,12/29/2024,12/31/2024,3092,Closed,,,,,,
11742,112,287,1/20/2024,2/4/2024,2/10/2024,862,Delayed,,,,,,
11743,22,193,5/17/2024,5/25/2024,5/31/2024,1599,Closed,,,,,,
11744,56,234,8/12/2024,8/18/2024,8/20/2024,3711,Open,,,,,,
11745,37,112,11/22/2024,12/12/2024,12/17/2024,3688,Closed,,,,,,
11746,38,826,11/10/2025,11/24/2025,11/25/2025,1051,Delayed,,,,,,
11747,36,783,11/10/2024,11/29/2024,11/27/2024,2257,Closed,,,,,,
11748,121,909,6/18/2025,6/26/2025,7/2/2025,420,Open,,,,,,
11749,154,475,11/6/2025,11/11/2025,11/10/2025,1437,Closed,,,,,,
11750,161,397,7/8/2024,7/13/2024,7/18/2024,2947,Closed,,,,,,
11751,76,42,1/8/2024,1/25/2024,1/28/2024,4427,Delayed,,,,,,
11752,78,399,5/24/2024,6/11/2024,6/16/2024,846,Open,,,,,,
11753,110,564,6/28/2025,7/5/2025,7/7/2025,3710,Open,,,,,,
11754,93,84,10/11/2024,10/21/2024,10/27/2024,600,Delayed,,,,,,
11755,161,870,2/25/2024,3/13/2024,3/17/2024,4426,Closed,,,,,,
11756,14,98,7/23/2024,7/31/2024,8/3/2024,2065,Open,,,,,,
11757,167,318,3/12/2025,3/21/2025,3/20/2025,3186,Closed,,,,,,
11758,175,839,4/16/2025,4/21/2025,4/26/2025,3271,Delayed,,,,,,
11759,42,515,10/22/2025,11/6/2025,11/7/2025,2534,Delayed,,,,,,
11760,33,8,4/8/2025,4/23/2025,4/24/2025,151,Delayed,,,,,,
11761,90,177,5/21/2024,6/1/2024,6/3/2024,2835,Delayed,,,,,,
11762,49,891,5/13/2024,5/21/2024,5/21/2024,2124,Open,,,,,,
11763,86,701,9/9/2025,9/27/2025,9/27/2025,813,Closed,,,,,,
11764,22,422,7/7/2025,7/25/2025,7/30/2025,3095,Open,,,,,,
11765,42,491,5/27/2025,6/4/2025,6/2/2025,1093,Closed,,,,,,
11766,28,965,10/2/2025,10/12/2025,10/13/2025,3748,Open,,,,,,
11767,120,813,6/17/2025,7/5/2025,7/6/2025,1181,Delayed,,,,,,
11768,126,675,4/20/2025,5/10/2025,5/11/2025,2557,Closed,,,,,,
11769,110,537,7/10/2024,7/17/2024,7/22/2024,3263,Open,,,,,,
11770,48,425,7/28/2024,8/9/2024,8/7/2024,1823,Closed,,,,,,
11771,13,619,12/31/2024,1/4/2025,1/5/2025,1362,Delayed,,,,,,
11772,130,193,10/5/2024,10/23/2024,10/23/2024,4353,Open,,,,,,
11773,98,813,6/30/2025,7/14/2025,7/14/2025,2572,Delayed,,,,,,
11774,6,115,10/24/2024,10/31/2024,11/6/2024,356,Delayed,,,,,,
11775,40,775,3/8/2025,3/14/2025,3/17/2025,3200,Delayed,,,,,,
11776,180,667,2/23/2025,3/7/2025,3/12/2025,3671,Delayed,,,,,,
11777,14,697,9/10/2025,9/30/2025,10/3/2025,1851,Closed,,,,,,
11778,66,376,9/19/2024,9/30/2024,9/29/2024,551,Open,,,,,,
11779,157,843,10/14/2025,10/20/2025,10/23/2025,3574,Closed,,,,,,
11780,25,791,11/26/2024,12/2/2024,12/4/2024,3831,Open,,,,,,
11781,73,921,10/3/2025,10/21/2025,10/23/2025,4238,Delayed,,,,,,
11782,112,715,3/26/2024,3/29/2024,3/31/2024,2789,Delayed,,,,,,
11783,86,331,9/28/2025,10/12/2025,10/10/2025,915,Open,,,,,,
11784,20,842,10/7/2025,10/10/2025,10/12/2025,2811,Open,,,,,,
11785,43,837,8/25/2024,9/4/2024,9/9/2024,4714,Delayed,,,,,,
11786,185,188,3/26/2024,4/3/2024,4/2/2024,4554,Open,,,,,,
11787,125,752,4/18/2025,5/8/2025,5/10/2025,4483,Delayed,,,,,,
11788,120,785,8/30/2024,9/19/2024,9/19/2024,4813,Open,,,,,,
11789,188,640,5/1/2024,5/17/2024,5/20/2024,4241,Open,,,,,,
11790,115,858,5/8/2024,5/28/2024,5/31/2024,2577,Delayed,,,,,,
11791,56,232,9/28/2025,10/15/2025,10/14/2025,3941,Closed,,,,,,
11792,90,571,5/13/2024,5/18/2024,5/18/2024,4447,Delayed,,,,,,
11793,83,77,11/17/2024,12/2/2024,12/8/2024,2981,Delayed,,,,,,
11794,125,38,6/2/2025,6/7/2025,6/6/2025,264,Open,,,,,,
11795,19,186,9/22/2024,9/28/2024,10/3/2024,4435,Delayed,,,,,,
11796,87,168,1/13/2024,2/1/2024,2/6/2024,155,Delayed,,,,,,
11797,3,570,3/22/2025,3/29/2025,4/1/2025,2161,Delayed,,,,,,
11798,91,991,4/21/2024,4/27/2024,4/26/2024,2221,Closed,,,,,,
11799,41,275,5/21/2024,6/5/2024,6/3/2024,510,Open,,,,,,
11800,126,528,7/12/2024,7/17/2024,7/15/2024,1321,Open,,,,,,
11801,1,826,11/5/2024,11/14/2024,11/20/2024,4247,Open,,,,,,
11802,85,149,6/11/2024,6/14/2024,6/14/2024,2540,Open,,,,,,
11803,89,776,12/5/2024,12/20/2024,12/19/2024,2958,Delayed,,,,,,
11804,117,683,10/30/2025,11/19/2025,11/20/2025,2824,Open,,,,,,
11805,106,639,8/10/2024,8/14/2024,8/20/2024,2773,Delayed,,,,,,
11806,120,129,7/4/2024,7/7/2024,7/10/2024,2110,Closed,,,,,,
11807,154,568,12/9/2025,12/22/2025,12/23/2025,3787,Delayed,,,,,,
11808,195,768,4/14/2024,5/4/2024,5/6/2024,2654,Closed,,,,,,
11809,68,574,1/16/2025,2/2/2025,2/5/2025,4032,Closed,,,,,,
11810,2,790,12/10/2024,12/14/2024,12/17/2024,708,Delayed,,,,,,
11811,69,236,7/10/2025,7/29/2025,7/28/2025,1466,Closed,,,,,,
11812,16,464,11/7/2024,11/22/2024,11/26/2024,2577,Open,,,,,,
11813,118,587,5/21/2024,6/8/2024,6/7/2024,2858,Open,,,,,,
11814,192,743,5/20/2025,5/27/2025,6/2/2025,291,Open,,,,,,
11815,148,557,8/1/2024,8/12/2024,8/11/2024,1827,Delayed,,,,,,
11816,95,221,10/10/2025,10/16/2025,10/17/2025,1843,Closed,,,,,,
11817,57,207,3/16/2024,3/26/2024,3/27/2024,1180,Open,,,,,,
11818,155,232,7/8/2025,7/28/2025,7/26/2025,2529,Closed,,,,,,
11819,176,2,12/28/2025,1/11/2026,1/17/2026,346,Closed,,,,,,
11820,139,695,3/10/2024,3/22/2024,3/27/2024,1555,Delayed,,,,,,
11821,14,188,2/19/2024,2/24/2024,2/26/2024,1865,Closed,,,,,,
11822,165,111,9/28/2025,10/16/2025,10/21/2025,638,Delayed,,,,,,
11823,166,103,9/4/2025,9/11/2025,9/11/2025,2832,Delayed,,,,,,
11824,130,469,3/24/2024,4/8/2024,4/11/2024,3513,Open,,,,,,
11825,49,301,6/28/2025,7/7/2025,7/7/2025,2261,Open,,,,,,
11826,48,328,6/12/2025,6/17/2025,6/18/2025,3384,Delayed,,,,,,
11827,153,853,1/26/2025,2/11/2025,2/16/2025,1433,Delayed,,,,,,
11828,10,872,2/26/2024,3/1/2024,3/1/2024,936,Delayed,,,,,,
11829,137,275,9/2/2025,9/17/2025,9/23/2025,590,Open,,,,,,
11830,54,716,12/9/2025,12/16/2025,12/14/2025,1326,Open,,,,,,
11831,79,531,5/24/2025,5/28/2025,5/28/2025,3734,Open,,,,,,
11832,71,462,1/9/2025,1/18/2025,1/17/2025,3296,Delayed,,,,,,
11833,161,414,2/7/2025,2/10/2025,2/9/2025,2965,Closed,,,,,,
11834,125,250,6/6/2024,6/18/2024,6/18/2024,2381,Closed,,,,,,
11835,185,748,12/31/2024,1/15/2025,1/13/2025,988,Open,,,,,,
11836,53,806,8/29/2024,9/15/2024,9/13/2024,4865,Closed,,,,,,
11837,116,862,2/22/2025,2/26/2025,2/27/2025,1066,Open,,,,,,
11838,118,113,11/14/2025,11/24/2025,11/23/2025,4835,Open,,,,,,
11839,189,125,8/28/2024,9/5/2024,9/10/2024,588,Closed,,,,,,
11840,114,195,3/15/2025,4/4/2025,4/9/2025,1583,Open,,,,,,
11841,6,246,9/5/2024,9/20/2024,9/21/2024,4172,Open,,,,,,
11842,200,592,9/13/2024,9/19/2024,9/23/2024,1132,Closed,,,,,,
11843,30,827,11/29/2025,12/19/2025,12/24/2025,3299,Open,,,,,,
11844,91,327,5/17/2024,5/24/2024,5/22/2024,3034,Closed,,,,,,
11845,119,633,3/8/2024,3/16/2024,3/18/2024,2672,Open,,,,,,
11846,4,907,8/26/2024,9/10/2024,9/14/2024,3034,Open,,,,,,
11847,123,887,4/9/2025,4/21/2025,4/19/2025,3720,Delayed,,,,,,
11848,187,275,12/3/2024,12/13/2024,12/19/2024,3975,Delayed,,,,,,
11849,191,207,2/22/2025,3/9/2025,3/9/2025,3789,Open,,,,,,
11850,120,201,12/23/2025,12/28/2025,1/2/2026,1898,Delayed,,,,,,
11851,89,825,1/19/2025,2/2/2025,2/5/2025,2856,Delayed,,,,,,
11852,28,73,9/1/2024,9/10/2024,9/14/2024,2040,Closed,,,,,,
11853,7,291,12/14/2025,12/27/2025,1/2/2026,1990,Open,,,,,,
11854,16,65,11/26/2024,12/15/2024,12/19/2024,2451,Delayed,,,,,,
11855,49,417,10/8/2024,10/11/2024,10/15/2024,1290,Closed,,,,,,
11856,136,923,1/21/2024,2/2/2024,2/6/2024,2079,Delayed,,,,,,
11857,168,74,11/17/2025,12/2/2025,12/8/2025,120,Closed,,,,,,
11858,121,592,5/28/2024,6/17/2024,6/19/2024,3376,Open,,,,,,
11859,116,612,10/5/2024,10/8/2024,10/10/2024,1164,Delayed,,,,,,
11860,94,443,3/26/2025,3/30/2025,3/30/2025,311,Delayed,,,,,,
11861,175,1,12/8/2024,12/27/2024,12/25/2024,3978,Closed,,,,,,
11862,56,205,2/16/2025,2/27/2025,2/26/2025,4872,Delayed,,,,,,
11863,58,640,4/19/2024,5/1/2024,4/29/2024,3094,Delayed,,,,,,
11864,72,82,6/30/2024,7/9/2024,7/9/2024,2318,Delayed,,,,,,
11865,138,291,5/29/2024,6/10/2024,6/12/2024,1506,Open,,,,,,
11866,161,125,7/8/2025,7/16/2025,7/18/2025,1583,Delayed,,,,,,
11867,152,758,12/12/2025,12/19/2025,12/22/2025,1844,Delayed,,,,,,
11868,23,582,11/25/2025,12/14/2025,12/19/2025,3263,Open,,,,,,
11869,185,444,6/24/2024,7/14/2024,7/18/2024,2803,Closed,,,,,,
11870,28,780,10/8/2024,10/21/2024,10/25/2024,3165,Delayed,,,,,,
11871,46,927,7/12/2024,7/18/2024,7/19/2024,2070,Delayed,,,,,,
11872,137,725,2/15/2025,2/25/2025,2/28/2025,264,Delayed,,,,,,
11873,159,448,1/3/2025,1/13/2025,1/18/2025,4663,Open,,,,,,
11874,7,372,1/16/2025,1/29/2025,1/29/2025,4382,Closed,,,,,,
11875,92,326,10/3/2024,10/13/2024,10/15/2024,3956,Closed,,,,,,
11876,64,957,2/17/2025,3/4/2025,3/6/2025,458,Delayed,,,,,,
11877,68,472,12/17/2025,12/29/2025,12/28/2025,680,Delayed,,,,,,
11878,94,872,12/14/2025,12/31/2025,12/31/2025,4010,Closed,,,,,,
11879,89,509,4/4/2024,4/13/2024,4/17/2024,528,Closed,,,,,,
11880,118,169,7/28/2024,8/15/2024,8/21/2024,4096,Closed,,,,,,
11881,162,312,6/14/2024,6/17/2024,6/21/2024,388,Open,,,,,,
11882,104,23,8/19/2024,8/23/2024,8/26/2024,4021,Open,,,,,,
11883,78,135,8/2/2024,8/16/2024,8/14/2024,4176,Open,,,,,,
11884,151,846,2/3/2025,2/7/2025,2/10/2025,1036,Closed,,,,,,
11885,121,539,12/14/2025,12/18/2025,12/21/2025,2331,Closed,,,,,,
11886,145,607,11/7/2025,11/14/2025,11/20/2025,2733,Closed,,,,,,
11887,41,663,11/23/2024,12/8/2024,12/6/2024,647,Open,,,,,,
11888,116,21,2/14/2024,2/24/2024,2/27/2024,2713,Closed,,,,,,
11889,15,255,11/23/2025,12/11/2025,12/17/2025,3799,Delayed,,,,,,
11890,8,740,4/3/2025,4/10/2025,4/14/2025,1465,Delayed,,,,,,
11891,121,564,11/25/2024,12/4/2024,12/2/2024,2259,Delayed,,,,,,
11892,12,904,10/4/2025,10/18/2025,10/18/2025,896,Open,,,,,,
11893,27,552,5/20/2024,5/29/2024,6/4/2024,389,Open,,,,,,
11894,195,157,9/20/2025,10/7/2025,10/8/2025,3889,Open,,,,,,
11895,29,872,4/10/2025,4/29/2025,5/4/2025,1705,Open,,,,,,
11896,82,838,5/16/2024,6/3/2024,6/8/2024,997,Open,,,,,,
11897,110,155,3/5/2025,3/24/2025,3/24/2025,3131,Closed,,,,,,
11898,40,611,1/5/2024,1/16/2024,1/21/2024,4040,Delayed,,,,,,
11899,99,347,9/28/2024,10/17/2024,10/23/2024,315,Open,,,,,,
11900,129,107,3/26/2024,4/13/2024,4/14/2024,507,Open,,,,,,
11901,130,594,11/15/2024,11/27/2024,11/25/2024,4476,Closed,,,,,,
11902,24,205,6/27/2025,7/4/2025,7/10/2025,1105,Closed,,,,,,
11903,96,287,1/6/2024,1/11/2024,1/13/2024,4362,Delayed,,,,,,
11904,3,357,12/7/2025,12/26/2025,12/28/2025,1606,Delayed,,,,,,
11905,67,713,3/10/2024,3/26/2024,3/30/2024,199,Closed,,,,,,
11906,113,992,7/24/2025,8/3/2025,8/9/2025,3198,Open,,,,,,
11907,17,481,3/11/2024,3/26/2024,3/30/2024,2437,Closed,,,,,,
11908,176,510,9/12/2025,9/17/2025,9/15/2025,4596,Closed,,,,,,
11909,60,564,8/25/2025,9/14/2025,9/12/2025,756,Closed,,,,,,
11910,118,71,9/20/2025,9/25/2025,10/1/2025,1456,Delayed,,,,,,
11911,162,73,6/21/2025,6/30/2025,6/28/2025,1687,Delayed,,,,,,
11912,144,587,10/1/2024,10/12/2024,10/15/2024,655,Delayed,,,,,,
11913,90,107,9/9/2024,9/28/2024,9/27/2024,2936,Open,,,,,,
11914,34,60,6/2/2024,6/14/2024,6/17/2024,2429,Closed,,,,,,
11915,6,94,6/28/2025,7/13/2025,7/12/2025,3360,Closed,,,,,,
11916,195,340,3/30/2025,4/7/2025,4/5/2025,3867,Delayed,,,,,,
11917,84,225,5/15/2024,5/18/2024,5/23/2024,4177,Open,,,,,,
11918,94,759,4/2/2024,4/14/2024,4/15/2024,2326,Closed,,,,,,
11919,51,499,4/22/2024,5/9/2024,5/10/2024,1460,Open,,,,,,
11920,93,357,12/5/2024,12/15/2024,12/15/2024,261,Closed,,,,,,
11921,5,945,6/6/2025,6/23/2025,6/28/2025,3676,Open,,,,,,
11922,169,949,5/28/2025,6/1/2025,5/30/2025,1777,Closed,,,,,,
11923,75,928,12/9/2024,12/14/2024,12/20/2024,4368,Delayed,,,,,,
11924,193,946,10/3/2025,10/19/2025,10/25/2025,2588,Closed,,,,,,
11925,18,164,2/10/2024,2/28/2024,3/2/2024,4971,Closed,,,,,,
11926,146,145,11/4/2025,11/17/2025,11/15/2025,4049,Closed,,,,,,
11927,121,75,11/14/2024,11/20/2024,11/20/2024,4999,Open,,,,,,
11928,128,251,4/15/2025,5/3/2025,5/3/2025,323,Closed,,,,,,
11929,121,562,6/27/2025,7/11/2025,7/16/2025,2730,Closed,,,,,,
11930,61,478,11/22/2025,12/7/2025,12/5/2025,4419,Closed,,,,,,
11931,114,354,5/5/2024,5/14/2024,5/17/2024,4582,Closed,,,,,,
11932,179,859,7/18/2025,8/7/2025,8/5/2025,1589,Closed,,,,,,
11933,191,53,6/30/2024,7/14/2024,7/18/2024,2376,Delayed,,,,,,
11934,172,59,12/1/2024,12/8/2024,12/6/2024,3701,Closed,,,,,,
11935,143,793,11/19/2025,11/23/2025,11/22/2025,169,Open,,,,,,
11936,13,487,2/27/2024,3/12/2024,3/15/2024,805,Open,,,,,,
11937,162,61,12/17/2025,1/5/2026,1/9/2026,2348,Delayed,,,,,,
11938,111,379,10/16/2025,10/28/2025,11/2/2025,1915,Delayed,,,,,,
11939,117,237,11/15/2025,11/24/2025,11/27/2025,3966,Closed,,,,,,
11940,155,6,11/15/2024,11/21/2024,11/26/2024,3591,Closed,,,,,,
11941,4,524,3/16/2024,3/27/2024,3/28/2024,3447,Open,,,,,,
11942,172,624,10/12/2024,10/23/2024,10/22/2024,2066,Open,,,,,,
11943,118,982,2/11/2024,2/14/2024,2/18/2024,1532,Delayed,,,,,,
11944,66,50,3/25/2025,3/28/2025,3/28/2025,2000,Closed,,,,,,
11945,90,529,9/3/2024,9/19/2024,9/20/2024,1774,Delayed,,,,,,
11946,117,429,12/13/2024,12/30/2024,12/28/2024,4839,Delayed,,,,,,
11947,44,758,10/16/2025,10/29/2025,10/31/2025,3077,Delayed,,,,,,
11948,108,848,9/28/2025,10/10/2025,10/15/2025,3829,Open,,,,,,
11949,193,450,1/8/2025,1/21/2025,1/26/2025,3669,Open,,,,,,
11950,34,264,12/20/2024,1/5/2025,1/4/2025,552,Delayed,,,,,,
11951,22,748,8/24/2024,8/29/2024,8/30/2024,142,Closed,,,,,,
11952,187,988,5/16/2024,5/31/2024,6/6/2024,4688,Open,,,,,,
11953,110,694,10/4/2025,10/8/2025,10/12/2025,985,Delayed,,,,,,
11954,41,220,11/26/2024,12/13/2024,12/18/2024,1676,Delayed,,,,,,
11955,119,413,9/12/2024,9/19/2024,9/19/2024,4391,Closed,,,,,,
11956,57,519,9/17/2024,9/26/2024,9/25/2024,3729,Open,,,,,,
11957,89,869,5/29/2024,6/18/2024,6/21/2024,829,Closed,,,,,,
11958,3,389,12/19/2025,12/26/2025,1/1/2026,470,Closed,,,,,,
11959,191,610,9/23/2025,10/9/2025,10/14/2025,4011,Closed,,,,,,
11960,6,151,10/26/2025,11/3/2025,11/1/2025,1728,Closed,,,,,,
11961,144,742,2/25/2024,3/3/2024,3/9/2024,2611,Closed,,,,,,
11962,178,654,2/26/2024,3/4/2024,3/6/2024,3656,Open,,,,,,
11963,140,945,11/6/2024,11/20/2024,11/23/2024,734,Open,,,,,,
11964,15,217,10/7/2024,10/26/2024,11/1/2024,3481,Delayed,,,,,,
11965,57,26,7/18/2025,7/21/2025,7/27/2025,285,Closed,,,,,,
11966,93,506,2/14/2025,2/22/2025,2/24/2025,3269,Delayed,,,,,,
11967,60,104,3/15/2024,3/25/2024,3/31/2024,4128,Open,,,,,,
11968,66,215,8/15/2024,8/31/2024,9/2/2024,4012,Open,,,,,,
11969,172,204,3/18/2025,4/1/2025,3/31/2025,1373,Delayed,,,,,,
11970,149,178,3/4/2025,3/12/2025,3/10/2025,4530,Delayed,,,,,,
11971,147,939,12/2/2024,12/14/2024,12/17/2024,1702,Closed,,,,,,
11972,65,234,1/6/2025,1/12/2025,1/16/2025,2475,Open,,,,,,
11973,145,365,5/23/2024,6/3/2024,6/2/2024,3656,Closed,,,,,,
11974,65,283,3/19/2024,3/25/2024,3/29/2024,3246,Closed,,,,,,
11975,83,599,10/19/2024,11/4/2024,11/2/2024,717,Open,,,,,,
11976,147,944,6/24/2025,7/13/2025,7/13/2025,4209,Delayed,,,,,,
11977,10,784,10/3/2025,10/18/2025,10/19/2025,1734,Open,,,,,,
11978,14,163,8/23/2025,9/9/2025,9/9/2025,2608,Closed,,,,,,
11979,20,395,3/4/2025,3/16/2025,3/15/2025,1033,Delayed,,,,,,
11980,161,138,5/23/2025,6/12/2025,6/12/2025,3815,Open,,,,,,
11981,30,227,6/23/2024,7/10/2024,7/11/2024,2489,Open,,,,,,
11982,12,624,11/26/2025,12/2/2025,12/6/2025,837,Delayed,,,,,,
11983,158,477,1/13/2024,1/16/2024,1/18/2024,1705,Closed,,,,,,
11984,75,543,10/18/2024,10/21/2024,10/26/2024,155,Delayed,,,,,,
11985,94,750,11/10/2025,11/16/2025,11/19/2025,2136,Delayed,,,,,,
11986,26,736,6/3/2024,6/22/2024,6/28/2024,4484,Delayed,,,,,,
11987,56,510,7/27/2025,8/11/2025,8/9/2025,2676,Open,,,,,,
11988,7,627,1/14/2024,1/26/2024,1/27/2024,3065,Open,,,,,,
11989,113,85,4/20/2025,5/2/2025,5/5/2025,1803,Closed,,,,,,
11990,16,703,11/29/2024,12/3/2024,12/2/2024,1334,Delayed,,,,,,
11991,198,714,5/15/2024,5/20/2024,5/19/2024,3407,Closed,,,,,,
11992,133,134,8/17/2025,8/20/2025,8/20/2025,432,Delayed,,,,,,
11993,105,784,6/17/2024,7/7/2024,7/11/2024,4163,Open,,,,,,
11994,81,528,2/26/2024,3/11/2024,3/11/2024,2271,Delayed,,,,,,
11995,1,450,5/9/2025,5/20/2025,5/22/2025,573,Closed,,,,,,
11996,1,95,8/23/2024,9/10/2024,9/14/2024,1421,Closed,,,,,,
11997,124,366,9/16/2024,9/29/2024,10/3/2024,2863,Open,,,,,,
11998,16,461,5/14/2025,5/31/2025,5/30/2025,1106,Closed,,,,,,
11999,46,473,4/14/2025,4/24/2025,4/25/2025,320,Open,,,,,,
12000,143,157,1/26/2025,2/15/2025,2/16/2025,491,Open,,,,,,
12001,165,643,7/24/2025,8/4/2025,8/5/2025,2539,Closed,,,,,,
12002,1,46,11/8/2024,11/12/2024,11/12/2024,2868,Open,,,,,,
12003,39,198,5/13/2024,5/17/2024,5/18/2024,2216,Delayed,,,,,,
12004,129,973,11/9/2024,11/19/2024,11/20/2024,672,Delayed,,,,,,
12005,159,395,4/17/2025,4/21/2025,4/27/2025,783,Closed,,,,,,
12006,180,999,4/14/2024,4/20/2024,4/22/2024,3267,Open,,,,,,
12007,64,985,10/16/2025,10/26/2025,10/26/2025,162,Closed,,,,,,
12008,94,722,5/13/2025,5/18/2025,5/21/2025,2245,Delayed,,,,,,
12009,189,198,6/28/2025,7/9/2025,7/7/2025,3928,Closed,,,,,,
12010,103,262,12/25/2025,1/14/2026,1/18/2026,1151,Delayed,,,,,,
12011,19,44,6/8/2024,6/23/2024,6/23/2024,706,Closed,,,,,,
12012,115,85,2/10/2025,3/2/2025,3/4/2025,1947,Open,,,,,,
12013,187,383,1/30/2025,2/19/2025,2/17/2025,350,Delayed,,,,,,
12014,72,211,2/21/2024,3/5/2024,3/9/2024,411,Delayed,,,,,,
